,Country,Year,Precipitation_x,Temperature_x,Ocurrences_x,Unnamed: 0,Precipitation_y,Temperature_y,Ocurrences_y,Entity,Urban (%),Rural (%)
15,BHS,1991,113.66785,25.527074999999996,0.0,15,113.66785,25.527075,0.0,Bahamas,80.067,19.933001
16,BIH,1991,96.65499166666666,9.206975,0.0,16,96.65499166666666,9.206975,0.0,Bosnia and Herzegovina,39.578,60.422001
17,BLZ,1991,167.556475,25.761574999999997,0.0,17,167.556475,25.761575,0.0,Belize,47.271,52.729
18,BMU,1991,125.0,22.549975,0.0,18,125.0,22.549975,0.0,Bermuda,100.0,0.0
19,BOL,1991,92.17440666666668,21.20791666666667,0.0,19,92.17440666666668,21.207916666666673,0.0,Bolivia,56.57899999999999,43.421001
20,BRA,1991,139.38148333333334,25.10011666666666,2.0,20,139.38148333333334,25.10011666666666,2.0,Brazil,74.69,25.309999
21,BRB,1991,157.37934166666668,26.554125,0.0,21,157.37934166666668,26.554125,0.0,Barbados,37.006,62.993999
22,BRN,1991,219.24154166666665,25.674699999999998,0.0,22,219.24154166666665,25.6747,0.0,Brunei,66.585,33.415001000000004
23,BTN,1991,176.55424333333335,11.65761,0.0,23,176.55424333333335,11.65761,0.0,Bhutan,17.160999999999998,82.83899699999998
24,CAF,1991,114.75823666666668,25.05418333333333,0.0,24,114.75823666666668,25.05418333333333,0.0,Central African Republic,36.906,63.094002
25,CAN,1991,39.20298333333333,-6.4511474999999985,0.0,25,39.20298333333333,-6.451147499999999,0.0,Canada,76.62,23.379999
26,CHE,1991,110.2624,6.804890833333334,0.0,26,110.2624,6.804890833333333,0.0,Switzerland,73.869,26.131001
27,CHN,1991,47.41105000000001,6.572946666666667,0.0,27,47.41105000000001,6.572946666666668,0.0,China,27.312,72.688004
28,CIV,1991,103.57510833333333,26.424899999999997,0.0,28,103.57510833333332,26.4249,0.0,Cote d'Ivoire,39.716,60.284
29,CMR,1991,127.40135500000002,24.658391666666663,0.0,29,127.40135500000002,24.658391666666667,0.0,Cameroon,40.235,59.764999
30,COG,1991,130.30255833333334,24.488583333333334,0.0,30,130.30255833333334,24.48858333333333,0.0,Congo,54.743,45.257
31,COK,1991,146.07645833333336,24.4676,0.0,31,146.0764583333334,24.4676,0.0,Cook Islands,58.24800000000001,41.751999
32,COL,1991,173.87368333333336,24.54563333333333,1.0,32,173.87368333333336,24.54563333333333,1.0,Colombia,69.949,30.051001
33,COM,1991,184.7276841666667,25.374883333333333,0.0,33,184.72768416666668,25.37488333333333,0.0,Comoros,28.366,71.634003
34,CRI,1991,245.32860833333334,51.06035000000001,0.0,34,245.3286083333333,51.06035000000001,0.0,Costa Rica,50.917,49.083
35,CUB,1991,105.26750833333334,25.93995,0.0,35,105.26750833333334,25.93995,0.0,Cuba,73.676,26.323999
36,CYM,1991,97.8332333333333,27.433308333333333,0.0,36,97.8332333333333,27.43330833333333,0.0,Cayman Islands,100.0,0.0
37,CZE,1991,48.85600833333333,7.719414166666667,0.0,37,48.85600833333333,7.719414166666668,0.0,Czech Republic,75.158,24.841999
38,DEU,1991,49.70692499999999,8.946487500000002,0.0,38,49.70692499999999,8.946487500000002,0.0,Germany,73.26899999999998,26.731001000000006
39,DJI,1991,15.486106666666666,27.94881666666667,0.0,39,15.486106666666664,27.94881666666667,0.0,Djibouti,76.11399999999998,23.886
40,DMA,1991,268.61466666666666,25.20850833333333,0.0,40,268.61466666666666,25.20850833333333,0.0,Dominica,64.482,35.518002
41,DOM,1991,95.12782499999999,24.17814999999999,0.0,41,95.127825,24.17814999999999,0.0,Dominican Republic,55.497,44.502998
42,DZA,1991,8.037638333333332,22.303541666666664,0.0,42,8.037638333333332,22.303541666666664,0.0,Algeria,52.871,47.129002
43,ESP,1991,44.16800833333334,13.39951,0.0,43,44.16800833333334,13.399510000000001,0.0,Spain,75.528,24.472
44,FJI,1991,223.55636666666666,24.151858333333337,4.0,44,223.55636666666663,24.151858333333333,4.0,Fiji,42.381,57.618999
45,FRA,1991,58.51955833333333,10.9549175,0.0,45,58.51955833333333,10.9549175,0.0,France,74.229,25.771
46,GAB,1991,148.99569166666663,24.87451666666667,0.0,46,148.99569166666663,24.87451666666667,0.0,Gabon,70.462,29.538
47,GEO,1991,65.70889166666667,6.485589999999999,0.0,47,65.70889166666667,6.485589999999998,0.0,Georgia,54.799,45.201
48,GHA,1991,108.76535249999999,27.338941666666667,0.0,48,108.7653525,27.33894166666667,0.0,Ghana,37.17,62.830002
49,GIN,1991,129.693565,25.946791666666666,0.0,49,129.69356499999998,25.946791666666666,0.0,Guinea,28.312,71.688004
50,GLP,1991,260.63599999999997,25.532666666666668,0.0,50,260.636,25.53266666666667,0.0,Guadeloupe,96.697,3.303
51,GMB,1991,64.66284916666667,27.781716666666668,0.0,51,64.66284916666667,27.78171666666667,0.0,Gambia,39.41,60.59
52,GRC,1991,51.19604166666667,13.115936666666668,0.0,52,51.19604166666667,13.115936666666668,0.0,Greece,71.635,28.365
53,GRD,1991,124.25821666666666,27.258316666666662,0.0,53,124.25821666666666,27.258316666666666,0.0,Grenada,33.503,66.497002
54,GTM,1991,202.31663333333336,23.891841666666664,0.0,54,202.31663333333336,23.891841666666664,0.0,Guatemala,42.323,57.676998
55,GUF,1991,218.72751666666667,25.670833333333334,1.0,55,218.72751666666667,25.67083333333333,1.0,French Guiana,75.115,24.885
56,GUM,1991,635.4784166666667,27.927066666666665,0.0,56,635.4784166666667,27.927066666666665,0.0,Guam,91.061,8.9390001
57,GUY,1991,186.15532499999998,25.818158333333333,0.0,57,186.155325,25.81815833333333,0.0,Guyana,29.493,70.50700400000002
58,HND,1991,134.08994166666665,24.07410833333334,0.0,58,134.08994166666665,24.07410833333334,0.0,Honduras,40.953,59.047001
59,HRV,1991,88.85043333333334,10.258930000000001,0.0,59,88.85043333333334,10.25893,0.0,Croatia,51.357,48.643002
60,HTI,1991,66.07105416666667,25.056216666666668,0.0,60,66.07105416666667,25.05621666666667,0.0,Haiti,29.641,70.359001
61,IDN,1991,208.16013333333333,26.119225,0.0,61,208.16013333333333,26.119225,0.0,Indonesia,31.613000000000003,68.387001
62,IND,1991,83.86938333333332,24.220583333333327,1.0,62,83.86938333333332,24.22058333333333,1.0,India,25.778,74.222
63,ISR,1991,33.155024999999995,19.491600000000002,0.0,63,33.155024999999995,19.4916,0.0,Israel,90.463,9.5369997
64,ITA,1991,74.369725,11.6815675,17.0,64,74.369725,11.6815675,17.0,Italy,66.706,33.293999
65,JAM,1991,120.73113333333333,25.097808333333337,0.0,65,120.73113333333332,25.097808333333337,0.0,Jamaica,49.65600000000001,50.344002
66,JPN,1991,151.51319166666664,11.345288333333334,0.0,66,151.51319166666661,11.345288333333334,0.0,Japan,77.473,22.527
67,KEN,1991,48.26209166666667,24.632491666666667,0.0,67,48.26209166666667,24.63249166666667,0.0,Kenya,17.043,82.957001
68,KHM,1991,135.94398666666666,27.71578333333333,0.0,68,135.94398666666666,27.71578333333333,0.0,Cambodia,15.887,84.112999
69,KIR,1991,118.27603333333333,118.27603333333333,0.0,69,118.27603333333332,118.27603333333332,0.0,Kiribati,35.272,64.727997
70,KNA,1991,164.41625000000002,25.497899999999998,0.0,70,164.41625000000005,25.4979,0.0,Saint Kitts and Nevis,34.474000000000004,65.52600100000001
71,KOR,1991,116.565375,11.025025,0.0,71,116.565375,11.025025,0.0,South Korea,74.972,25.028
72,LAO,1991,129.68098999999998,129.68098999999998,0.0,72,129.68098999999998,129.68098999999998,0.0,Laos,15.782,84.218002
73,LBN,1991,62.763098333333325,15.900432499999999,0.0,73,62.76309833333333,15.9004325,0.0,Lebanon,83.47200000000002,16.528
74,LBR,1991,201.81050833333336,25.457858333333334,0.0,74,201.81050833333336,25.45785833333333,0.0,Liberia,58.0,42.0
75,LCA,1991,209.27544166666667,26.605525,0.0,75,209.27544166666667,26.605525,0.0,Saint Lucia,29.572,70.428001
76,LKA,1991,137.06705000000002,27.063824999999998,0.0,76,137.06705000000002,27.063825,0.0,Sri Lanka,18.52,81.480003
77,MAC,1991,139.3112125,23.240849999999995,1.0,77,139.3112125,23.240849999999995,1.0,Macao,99.805,0.19499999
78,MDG,1991,115.98961666666668,23.280424999999997,0.0,78,115.98961666666668,23.280425,0.0,Madagascar,24.119,75.880997
79,MDV,1991,174.92356666666663,28.17554166666667,0.0,79,174.92356666666663,28.17554166666667,0.0,Maldives,25.776,74.22399899999998
80,MEX,1991,63.625225,21.018241666666665,1.0,80,63.625225,21.018241666666665,1.0,Mexico,71.816,28.184
81,MHL,1991,283.34250000000003,27.783175,0.0,81,283.3425000000001,27.783175,0.0,Marshall Islands,65.392,34.608002
82,MLT,1991,37.22073,18.638091666666664,0.0,82,37.220729999999996,18.638091666666664,0.0,Malta,90.497,9.503000300000002
83,MMR,1991,173.5043341666667,23.206550000000004,0.0,83,173.50433416666667,23.206550000000004,0.0,Myanmar,25.418000000000006,74.582001
84,MNE,1991,98.34115833333334,8.428649166666668,0.0,84,98.34115833333334,8.428649166666668,0.0,Montenegro,49.165,50.834999
85,MNP,1991,563.8237500000001,27.84165833333333,0.0,85,563.8237500000001,27.84165833333333,0.0,Northern Mariana Islands,89.697,10.303
86,MOZ,1991,80.48652833333334,23.91495,0.0,86,80.48652833333334,23.91495,0.0,Mozambique,25.487,74.513
87,MSR,1991,189.365,26.324058333333337,0.0,87,189.365,26.324058333333333,0.0,Montserrat,12.5,87.5
88,MTQ,1991,262.8133333333334,25.270750000000003,0.0,88,262.8133333333334,25.270750000000003,0.0,Martinique,86.736,13.264
89,MUS,1991,138.291325,23.289508333333334,0.0,89,138.291325,23.28950833333333,0.0,Mauritius,43.777,56.223
90,MYS,1991,228.28166666666667,25.663675,1.0,90,228.28166666666667,25.663675,1.0,Malaysia,50.576,49.424
91,MYT,1991,187.84594583333333,26.23025833333334,0.0,91,187.84594583333333,26.23025833333334,0.0,Mayotte,36.683,63.317001
92,NCL,1991,100.04719916666669,21.85014166666667,0.0,92,100.04719916666667,21.85014166666667,0.0,New Caledonia,59.719,40.280998
93,NGA,1991,99.95170333333334,26.918441666666666,8.0,93,99.95170333333334,26.918441666666666,8.0,Nigeria,30.176,69.82399699999999
94,NIC,1991,169.27299166666666,25.431991666666665,0.0,94,169.27299166666666,25.431991666666665,0.0,Nicaragua,53.352,46.647999
95,NIU,1991,151.67480000000003,24.533283333333333,0.0,95,151.67480000000003,24.53328333333333,0.0,Niue,30.579,69.420998
96,NLD,1991,54.145541666666674,9.462139166666667,0.0,96,54.14554166666667,9.462139166666667,0.0,Netherlands,69.329,30.671
97,NPL,1991,92.37409583333334,12.047411666666667,1.0,97,92.37409583333334,12.047411666666667,1.0,Nepal,9.18,90.82
98,NRU,1991,219.63308333333336,27.841649999999998,0.0,98,219.63308333333336,27.84165,0.0,Nauru,100.0,0.0
99,NZL,1991,145.60841666666667,9.553090833333332,0.0,99,145.60841666666667,9.553090833333332,0.0,New Zealand,84.95,15.05
100,PAK,1991,24.63993583333334,19.8752925,0.0,100,24.63993583333334,19.8752925,0.0,Pakistan,30.826,69.17400400000001
101,PAN,1991,214.194125,25.70546666666667,0.0,101,214.194125,25.70546666666667,0.0,Panama,54.757,45.243
102,PER,1991,108.45112499999999,19.513716666666667,0.0,102,108.451125,19.513716666666667,0.0,Peru,69.3,30.700001
103,PHL,1991,169.68686666666665,25.892658333333333,0.0,103,169.68686666666662,25.89265833333333,0.0,Philippines,46.901,53.098999
104,PNG,1991,231.73859166666668,25.092016666666666,0.0,104,231.73859166666668,25.092016666666666,0.0,Papua New Guinea,14.816,85.183998
105,PRI,1991,137.89644166666668,25.380858333333332,1.0,105,137.89644166666668,25.38085833333333,1.0,Puerto Rico,93.106,6.894000099999999
106,PRY,1991,95.33192166666667,23.646149999999995,0.0,106,95.33192166666667,23.646149999999995,0.0,Paraguay,49.43899999999999,50.561001
107,PYF,1991,130.94502500000002,24.52773333333333,0.0,107,130.94502500000002,24.52773333333333,0.0,French Polynesia,57.61,42.389999
108,REU,1991,159.2762916666667,29.147391666666664,0.0,108,159.27629166666668,29.147391666666664,0.0,Reunion,82.302,17.698
109,ROM,1991,63.26615,8.472655833333333,0.0,109,63.26615,8.472655833333333,0.0,Romania,53.93,46.07
110,RUS,1991,35.37736666666666,-5.434634999999999,0.0,110,35.37736666666665,-5.434634999999999,0.0,Russia,73.389,26.611
111,SAU,1991,5.881523333333333,24.796466666666674,0.0,111,5.881523333333332,24.796466666666674,0.0,Saudi Arabia,77.223,22.777
112,SDN,1991,38.3695725,26.872975,0.0,112,38.3695725,26.872975,0.0,Sudan,29.84,70.160004
113,SEN,1991,49.410855833333336,28.336750000000006,0.0,113,49.410855833333336,28.33675000000001,0.0,Senegal,39.038,60.96200200000001
114,SGP,1991,201.52627499999997,27.635966666666665,0.0,114,201.526275,27.635966666666665,0.0,Singapore,100.0,0.0
115,SLB,1991,237.76716666666672,25.652266666666666,0.0,115,237.76716666666672,25.652266666666666,0.0,Solomon Islands,13.87,86.129997
116,SLE,1991,180.76870499999998,26.14531666666667,0.0,116,180.768705,26.14531666666667,0.0,Sierra Leone,33.485,66.514999
117,SLV,1991,136.6557075,24.447466666666667,0.0,117,136.6557075,24.44746666666667,0.0,El Salvador,49.794,50.206001
118,SOM,1991,19.11527083333333,26.927599999999998,0.0,118,19.115270833333327,26.9276,0.0,Somalia,30.007,69.99299599999999
119,SRB,1991,66.93091666666666,9.736511666666665,0.0,119,66.93091666666666,9.736511666666663,0.0,Serbia,50.756,49.243999
120,SUR,1991,187.484775,25.783716666666667,0.0,120,187.484775,25.78371666666667,0.0,Suriname,65.78,34.220001
121,SVK,1991,60.30658666666667,7.350224166666667,0.0,121,60.30658666666667,7.350224166666668,0.0,Slovakia,56.78,43.220001
122,SVN,1991,108.29816666666666,8.544735,0.0,122,108.29816666666666,8.544735000000001,0.0,Slovenia,50.517,49.483002
123,SYC,1991,155.57438333333332,27.24598333333333,0.0,123,155.57438333333332,27.24598333333333,0.0,Seychelles,49.307,50.693001
124,THA,1991,116.90801499999999,26.98845833333333,4.0,124,116.908015,26.98845833333333,4.0,Thailand,29.593000000000004,70.406998
125,TKL,1991,230.93525,28.307699999999997,0.0,125,230.93525,28.3077,0.0,Tokelau,0.0,100.0
126,TLS,1991,93.27362750000002,25.63275,0.0,126,93.27362750000002,25.63275,0.0,Timor,21.215,78.785004
127,TON,1991,127.11683333333332,24.49211666666667,0.0,127,127.11683333333332,24.49211666666667,0.0,Tonga,22.736,77.264
128,TTO,1991,131.43701666666666,26.223883333333333,1.0,128,131.43701666666666,26.22388333333333,1.0,Trinidad and Tobago,54.308,45.692001
129,TUR,1991,48.177888333333335,10.887105833333335,0.0,129,48.17788833333334,10.887105833333335,0.0,Turkey,59.976000000000006,40.023998
130,TUV,1991,270.21074999999996,28.35954166666667,0.0,130,270.21075,28.35954166666667,0.0,Tuvalu,41.99100000000001,58.008999
131,TZA,1991,89.15421500000001,22.524558333333335,0.0,131,89.15421500000002,22.52455833333333,0.0,Tanzania,19.208,80.792
132,UGA,1991,103.28480833333332,22.707900000000006,0.0,132,103.28480833333332,22.70790000000001,0.0,Uganda,11.454,88.545998
133,URY,1991,111.11020833333333,17.98773333333333,0.0,133,111.11020833333332,17.987733333333328,0.0,Uruguay,89.304,10.696
134,USA,1991,57.11594166666668,7.554736666666666,105.0,134,57.11594166666668,7.554736666666666,105.0,United States,75.70100000000002,24.299
135,VCT,1991,267.49111666666664,54.98163333333334,0.0,135,267.49111666666664,54.98163333333334,0.0,Saint Vincent and the Grenadines,41.949,58.050999
136,VEN,1991,150.43833333333333,25.322166666666664,0.0,136,150.43833333333333,25.322166666666664,0.0,Venezuela,84.664,15.336
137,VGB,1991,148.78177499999998,26.379966666666665,0.0,137,148.78177499999995,26.379966666666665,0.0,British Virgin Islands,39.334,60.666
138,VNM,1991,133.38795000000002,24.807658333333332,0.0,138,133.38795000000002,24.80765833333333,0.0,Vietnam,20.629,79.371002
139,VUT,1991,219.88791666666665,23.941774999999996,0.0,139,219.88791666666665,23.941775,0.0,Vanuatu,18.998,81.001999
140,WLF,1991,243.16153333333332,26.934575000000006,0.0,140,243.1615333333333,26.93457500000001,0.0,Wallis and Futuna,0.0,100.0
141,WSM,1991,269.28575833333326,27.017466666666664,0.0,141,269.28575833333326,27.017466666666664,0.0,Samoa,21.2,78.800003
142,YEM,1991,12.99506833333333,23.605316666666663,0.0,142,12.99506833333333,23.605316666666663,0.0,Yemen,21.489,78.511002
143,ZAF,1991,42.27556416666666,17.816391666666668,11.0,143,42.275564166666655,17.816391666666668,11.0,South Africa,52.554,47.445999
144,ZAR,1991,122.50151666666666,24.110358333333338,0.0,144,122.50151666666666,24.110358333333334,0.0,,,
145,ZMB,1991,78.12275833333334,21.753091666666666,0.0,145,78.12275833333334,21.753091666666666,0.0,Zambia,38.989,61.01100200000001
146,ABW,1992,59.5355575,28.108816666666666,0.0,146,59.535557499999996,28.108816666666666,0.0,Aruba,49.99800000000001,50.001999
147,AFG,1992,35.95758583333333,12.655889166666668,0.0,147,35.95758583333333,12.655889166666668,0.0,Afghanistan,21.355,78.644997
148,AGO,1992,69.76624083333333,21.840175,0.0,148,69.76624083333333,21.840175,0.0,Angola,40.039,59.960999
149,AIA,1992,174.0956666666667,25.99789166666667,0.0,149,174.0956666666667,25.99789166666667,0.0,Anguilla,100.0,0.0
150,ALB,1992,60.177775000000004,11.429765833333335,1.0,150,60.177775,11.429765833333335,1.0,Albania,37.249,62.750999
151,ARG,1992,57.74346666666667,14.058547500000001,0.0,151,57.74346666666667,14.0585475,0.0,Argentina,87.542,12.458
152,ASM,1992,270.35608333333334,26.933283333333335,0.0,152,270.35608333333334,26.933283333333332,0.0,American Samoa,82.789,17.211
153,ATG,1992,251.26186666666663,26.44910833333334,0.0,153,251.26186666666663,26.44910833333334,0.0,Antigua and Barbuda,35.085,64.915001
154,AUS,1992,37.335425,21.585058333333333,58.0,154,37.335425,21.58505833333333,58.0,Australia,85.285,14.715
155,AUT,1992,96.40249166666666,7.438514166666668,0.0,155,96.40249166666666,7.438514166666668,0.0,Austria,62.417,37.583
156,BEL,1992,73.29788333333333,10.362680833333334,0.0,156,73.29788333333333,10.362680833333334,0.0,Belgium,96.542,3.4579998999999995
157,BEN,1992,80.42905416666666,27.257,0.0,157,80.42905416666666,27.256999999999998,0.0,Benin,35.827,64.172997
158,BFA,1992,62.742915,27.954616666666666,0.0,158,62.742915,27.954616666666666,0.0,Burkina Faso,14.33,85.66999799999998
159,BGD,1992,155.82824833333333,24.804474999999996,0.0,159,155.82824833333333,24.804475,0.0,Bangladesh,20.61,79.389999
160,BGR,1992,40.47315666666666,10.551785833333332,0.0,160,40.473156666666654,10.551785833333332,0.0,Bulgaria,67.056,32.944
161,BHS,1992,90.59022499999999,25.075733333333336,0.0,161,90.590225,25.075733333333336,0.0,Bahamas,80.293,19.707001
162,BIH,1992,77.62677500000001,10.316049999999999,0.0,162,77.62677500000002,10.31605,0.0,Bosnia and Herzegovina,39.887,60.112999
163,BLZ,1992,175.330975,25.487083333333334,0.0,163,175.330975,25.48708333333333,0.0,Belize,47.059,52.94100200000001
164,BMU,1992,125.0,22.191649999999996,0.0,164,125.0,22.19165,0.0,Bermuda,100.0,0.0
165,BOL,1992,98.28617500000001,20.670366666666666,0.0,165,98.286175,20.670366666666666,0.0,Bolivia,57.541,42.459
166,BRA,1992,140.46835833333333,24.911716666666663,1.0,166,140.46835833333333,24.911716666666663,1.0,Brazil,75.444,24.556
167,BRB,1992,219.84204999999997,26.281725000000005,0.0,167,219.84205,26.281725000000005,0.0,Barbados,36.643,63.356998
168,BRN,1992,207.47776666666664,25.58905,0.0,168,207.47776666666664,25.58905,0.0,Brunei,67.078,32.922001
169,BTN,1992,157.1054475,11.377758333333334,0.0,169,157.1054475,11.377758333333334,0.0,Bhutan,17.962,82.038002
170,CAF,1992,110.97246083333333,23.484275,0.0,170,110.97246083333332,23.484275,0.0,Central African Republic,36.987,63.01300000000001
171,CAN,1992,38.04415,-7.0189258333333315,0.0,171,38.04415,-7.018925833333332,0.0,Canada,76.887,23.113001
172,CHE,1992,131.18588333333335,7.061992499999999,0.0,172,131.18588333333335,7.061992499999999,0.0,Switzerland,73.815,26.184999
173,CHN,1992,46.13151666666667,6.367953333333333,0.0,173,46.13151666666667,6.3679533333333325,0.0,China,28.2,71.800003
174,CIV,1992,98.92092000000001,26.292208333333335,0.0,174,98.92092,26.29220833333333,0.0,Cote d'Ivoire,40.088,59.911999
175,CMR,1992,129.0314425,24.27215,0.0,175,129.0314425,24.27215,0.0,Cameroon,40.817,59.182999
176,COG,1992,126.681325,24.191666666666666,0.0,176,126.681325,24.191666666666666,0.0,Congo,55.162,44.838001
177,COK,1992,110.24245833333333,24.367866666666668,0.0,177,110.24245833333332,24.36786666666667,0.0,Cook Islands,58.504,41.495998
178,COL,1992,172.620575,24.675616666666667,0.0,178,172.620575,24.67561666666667,0.0,Colombia,70.415,29.584999
179,COM,1992,151.23255833333334,25.41154166666667,0.0,179,151.23255833333334,25.41154166666667,0.0,Comoros,28.435,71.565002
180,CRI,1992,226.9158166666667,50.822016666666656,0.0,180,226.91581666666667,50.82201666666666,0.0,Costa Rica,51.832,48.167999
181,CUB,1992,92.76908333333334,25.612299999999994,2.0,181,92.76908333333334,25.612299999999994,2.0,Cuba,73.827,26.173
182,CYM,1992,99.49974166666668,27.208316666666672,0.0,182,99.49974166666668,27.20831666666667,0.0,Cayman Islands,100.0,0.0
183,CZE,1992,50.24535000000001,8.962725,0.0,183,50.24535000000001,8.962725,0.0,Czech Republic,75.03,24.969999
184,DEU,1992,60.10424166666667,9.78421,0.0,184,60.10424166666667,9.78421,0.0,Germany,73.36,26.639999
185,DJI,1992,24.946895833333333,27.635458333333332,2.0,185,24.94689583333333,27.63545833333333,2.0,Djibouti,76.161,23.839001
186,DMA,1992,314.7295833333333,25.213124999999994,0.0,186,314.7295833333333,25.213124999999994,0.0,Dominica,64.569,35.431
187,DOM,1992,103.72963333333333,24.340541666666667,0.0,187,103.72963333333333,24.34054166666667,0.0,Dominican Republic,55.767,44.233002
188,DZA,1992,7.452176666666667,22.296033333333337,0.0,188,7.452176666666667,22.296033333333334,0.0,Algeria,53.657,46.342999
189,ESP,1992,44.70520833333333,13.352689166666666,0.0,189,44.70520833333333,13.352689166666664,0.0,Spain,75.61,24.389999
190,FJI,1992,174.17853333333332,23.914375000000003,3.0,190,174.17853333333332,23.914375000000003,3.0,Fiji,43.15600000000001,56.844002
191,FRA,1992,73.92755,10.755990833333334,0.0,191,73.92755,10.755990833333335,0.0,France,74.40100000000002,25.599001
192,GAB,1992,136.73559583333332,24.63445,0.0,192,136.73559583333332,24.63445,0.0,Gabon,71.749,28.250999
193,GEO,1992,91.21253333333334,5.305044166666667,0.0,193,91.21253333333334,5.305044166666667,0.0,Georgia,54.559,45.44100200000001
194,GHA,1992,78.3175175,27.147441666666666,0.0,194,78.31751750000001,27.147441666666666,0.0,Ghana,37.905,62.095001
195,GIN,1992,132.02203333333335,25.693383333333333,0.0,195,132.02203333333335,25.69338333333333,0.0,Guinea,28.601,71.399002
196,GLP,1992,323.7435,25.603116666666665,0.0,196,323.7435,25.603116666666665,0.0,Guadeloupe,96.992,3.0079999
197,GMB,1992,76.29809916666666,27.70380833333333,0.0,197,76.29809916666666,27.70380833333333,0.0,Gambia,40.52,59.48
198,GRC,1992,39.57320583333334,13.44516,0.0,198,39.57320583333335,13.445160000000001,0.0,Greece,71.757,28.243
199,GRD,1992,144.1579166666667,26.891650000000002,0.0,199,144.1579166666667,26.89165,0.0,Grenada,33.744,66.255997
200,GTM,1992,214.62565833333335,23.720716666666664,0.0,200,214.62565833333332,23.720716666666664,0.0,Guatemala,42.655,57.345001
201,GUF,1992,206.32176833333332,25.441783333333337,3.0,201,206.3217683333333,25.441783333333333,3.0,French Guiana,75.584,24.416
202,GUM,1992,646.3432583333333,27.834674999999994,0.0,202,646.3432583333333,27.834674999999994,0.0,Guam,91.32,8.680000300000001
203,GUY,1992,138.79208333333332,25.20005,0.0,203,138.79208333333332,25.20005,0.0,Guyana,29.404,70.596001
204,HND,1992,162.77345,23.984883333333332,0.0,204,162.77345,23.98488333333333,0.0,Honduras,41.448,58.551998
205,HRV,1992,85.74595,11.489084999999998,0.0,205,85.74595,11.489084999999998,0.0,Croatia,51.588,48.411999
206,HTI,1992,92.44646666666665,25.116433333333337,0.0,206,92.44646666666664,25.116433333333333,0.0,Haiti,30.8,69.199997
207,IDN,1992,223.57000000000002,26.08745,14.0,207,223.57,26.08745,14.0,Indonesia,32.703,67.29699699999999
208,IND,1992,76.0071075,24.114783333333335,5.0,208,76.00710749999999,24.11478333333333,5.0,India,25.984,74.015999
209,ISR,1992,32.40488166666666,18.5243225,0.0,209,32.40488166666666,18.5243225,0.0,Israel,90.565,9.4350004
210,ITA,1992,78.93764166666666,12.3673475,6.0,210,78.93764166666666,12.367347500000001,6.0,Italy,66.742,33.257999
211,JAM,1992,122.07549166666671,25.587424999999996,0.0,211,122.07549166666672,25.587425,0.0,Jamaica,49.896,50.104
212,JPN,1992,125.505275,11.013124999999997,3.0,212,125.505275,11.013124999999995,3.0,Japan,77.61,22.389999
213,KEN,1992,48.987733333333324,24.545366666666666,0.0,213,48.98773333333333,24.545366666666666,0.0,Kenya,17.342,82.657997
214,KHM,1992,137.44076666666666,27.44115833333333,0.0,214,137.44076666666666,27.44115833333333,0.0,Cambodia,16.234,83.765999
215,KIR,1992,113.48479166666665,113.48479166666665,0.0,215,113.48479166666664,113.48479166666664,0.0,Kiribati,35.555,64.445
