Country,Year,Precipitation,Temperature,Ocurrences
MMR,1991,173.5043341666667,23.206550000000004,0.0
MNE,1991,98.34115833333334,8.428649166666668,0.0
MNP,1991,563.8237500000001,27.84165833333333,0.0
MOZ,1991,80.48652833333334,23.91495,0.0
MSR,1991,189.365,26.324058333333337,0.0
MTQ,1991,262.8133333333334,25.270750000000003,0.0
MUS,1991,138.291325,23.289508333333334,0.0
MYS,1991,228.28166666666667,25.663675,1.0
MYT,1991,187.84594583333333,26.23025833333334,0.0
NCL,1991,100.04719916666669,21.85014166666667,0.0
NGA,1991,99.95170333333334,26.918441666666666,8.0
NIC,1991,169.27299166666666,25.431991666666665,0.0
NIU,1991,151.67480000000003,24.533283333333333,0.0
NLD,1991,54.145541666666674,9.462139166666667,0.0
NPL,1991,92.37409583333334,12.047411666666667,1.0
NRU,1991,219.63308333333336,27.841649999999998,0.0
NZL,1991,145.60841666666667,9.553090833333332,0.0
PAK,1991,24.63993583333334,19.8752925,0.0
PAN,1991,214.194125,25.70546666666667,0.0
PER,1991,108.45112499999999,19.513716666666667,0.0
PHL,1991,169.68686666666665,25.892658333333333,0.0
PNG,1991,231.73859166666668,25.092016666666666,0.0
PRI,1991,137.89644166666668,25.380858333333332,1.0
PRY,1991,95.33192166666667,23.646149999999995,0.0
PYF,1991,130.94502500000002,24.52773333333333,0.0
REU,1991,159.2762916666667,29.147391666666664,0.0
ROM,1991,63.26615,8.472655833333333,0.0
RUS,1991,35.37736666666666,-5.434634999999999,0.0
SAU,1991,5.881523333333333,24.796466666666674,0.0
SDN,1991,38.3695725,26.872975,0.0
SEN,1991,49.410855833333336,28.336750000000006,0.0
SGP,1991,201.52627499999997,27.635966666666665,0.0
SLB,1991,237.76716666666672,25.652266666666666,0.0
SLE,1991,180.76870499999998,26.14531666666667,0.0
SLV,1991,136.6557075,24.447466666666667,0.0
SOM,1991,19.11527083333333,26.927599999999998,0.0
SRB,1991,66.93091666666666,9.736511666666665,0.0
SUR,1991,187.484775,25.783716666666667,0.0
SVK,1991,60.30658666666667,7.350224166666667,0.0
SVN,1991,108.29816666666666,8.544735,0.0
SYC,1991,155.57438333333332,27.24598333333333,0.0
THA,1991,116.90801499999999,26.98845833333333,4.0
TKL,1991,230.93525,28.307699999999997,0.0
TLS,1991,93.27362750000002,25.63275,0.0
TON,1991,127.11683333333332,24.49211666666667,0.0
TTO,1991,131.43701666666666,26.223883333333333,1.0
TUR,1991,48.177888333333335,10.887105833333335,0.0
TUV,1991,270.21074999999996,28.35954166666667,0.0
TZA,1991,89.15421500000001,22.524558333333335,0.0
UGA,1991,103.28480833333332,22.707900000000006,0.0
URY,1991,111.11020833333333,17.98773333333333,0.0
USA,1991,57.11594166666668,7.554736666666666,105.0
VCT,1991,267.49111666666664,54.98163333333334,0.0
VEN,1991,150.43833333333333,25.322166666666664,0.0
VGB,1991,148.78177499999998,26.379966666666665,0.0
VNM,1991,133.38795000000002,24.807658333333332,0.0
VUT,1991,219.88791666666665,23.941774999999996,0.0
WLF,1991,243.16153333333332,26.934575000000006,0.0
WSM,1991,269.28575833333326,27.017466666666664,0.0
YEM,1991,12.99506833333333,23.605316666666663,0.0
ZAF,1991,42.27556416666666,17.816391666666668,11.0
ZAR,1991,122.50151666666666,24.110358333333338,0.0
ZMB,1991,78.12275833333334,21.753091666666666,0.0
ABW,1992,59.5355575,28.108816666666666,0.0
AFG,1992,35.95758583333333,12.655889166666668,0.0
AGO,1992,69.76624083333333,21.840175,0.0
AIA,1992,174.0956666666667,25.99789166666667,0.0
ALB,1992,60.177775000000004,11.429765833333335,1.0
ARG,1992,57.74346666666667,14.058547500000001,0.0
ASM,1992,270.35608333333334,26.933283333333335,0.0
ATG,1992,251.26186666666663,26.44910833333334,0.0
AUS,1992,37.335425,21.585058333333333,58.0
AUT,1992,96.40249166666666,7.438514166666668,0.0
BEL,1992,73.29788333333333,10.362680833333334,0.0
BEN,1992,80.42905416666666,27.257,0.0
BFA,1992,62.742915,27.954616666666666,0.0
BGD,1992,155.82824833333333,24.804474999999996,0.0
BGR,1992,40.47315666666666,10.551785833333332,0.0
BHS,1992,90.59022499999999,25.075733333333336,0.0
BIH,1992,77.62677500000001,10.316049999999999,0.0
BLZ,1992,175.330975,25.487083333333334,0.0
BMU,1992,125.0,22.191649999999996,0.0
BOL,1992,98.28617500000001,20.670366666666666,0.0
BRA,1992,140.46835833333333,24.911716666666663,1.0
BRB,1992,219.84204999999997,26.281725000000005,0.0
BRN,1992,207.47776666666664,25.58905,0.0
BTN,1992,157.1054475,11.377758333333334,0.0
CAF,1992,110.97246083333333,23.484275,0.0
CAN,1992,38.04415,-7.0189258333333315,0.0
CHE,1992,131.18588333333335,7.061992499999999,0.0
CHN,1992,46.13151666666667,6.367953333333333,0.0
CIV,1992,98.92092000000001,26.292208333333335,0.0
CMR,1992,129.0314425,24.27215,0.0
COG,1992,126.681325,24.191666666666666,0.0
COK,1992,110.24245833333333,24.367866666666668,0.0
COL,1992,172.620575,24.675616666666667,0.0
COM,1992,151.23255833333334,25.41154166666667,0.0
CRI,1992,226.9158166666667,50.822016666666656,0.0
CUB,1992,92.76908333333334,25.612299999999994,2.0
CYM,1992,99.49974166666668,27.208316666666672,0.0
CZE,1992,50.24535000000001,8.962725,0.0
DEU,1992,60.10424166666667,9.78421,0.0
DJI,1992,24.946895833333333,27.635458333333332,2.0
DMA,1992,314.7295833333333,25.213124999999994,0.0
DOM,1992,103.72963333333333,24.340541666666667,0.0
DZA,1992,7.452176666666667,22.296033333333337,0.0
ESP,1992,44.70520833333333,13.352689166666666,0.0
FJI,1992,174.17853333333332,23.914375000000003,3.0
FRA,1992,73.92755,10.755990833333334,0.0
GAB,1992,136.73559583333332,24.63445,0.0
GEO,1992,91.21253333333334,5.305044166666667,0.0
GHA,1992,78.3175175,27.147441666666666,0.0
GIN,1992,132.02203333333335,25.693383333333333,0.0
GLP,1992,323.7435,25.603116666666665,0.0
GMB,1992,76.29809916666666,27.70380833333333,0.0
GRC,1992,39.57320583333334,13.44516,0.0
GRD,1992,144.1579166666667,26.891650000000002,0.0
GTM,1992,214.62565833333335,23.720716666666664,0.0
GUF,1992,206.32176833333332,25.441783333333337,3.0
GUM,1992,646.3432583333333,27.834674999999994,0.0
GUY,1992,138.79208333333332,25.20005,0.0
HND,1992,162.77345,23.984883333333332,0.0
HRV,1992,85.74595,11.489084999999998,0.0
HTI,1992,92.44646666666665,25.116433333333337,0.0
IDN,1992,223.57000000000002,26.08745,14.0
IND,1992,76.0071075,24.114783333333335,5.0
ISR,1992,32.40488166666666,18.5243225,0.0
ITA,1992,78.93764166666666,12.3673475,6.0
JAM,1992,122.07549166666671,25.587424999999996,0.0
JPN,1992,125.505275,11.013124999999997,3.0
KEN,1992,48.987733333333324,24.545366666666666,0.0
KHM,1992,137.44076666666666,27.44115833333333,0.0
KIR,1992,113.48479166666665,113.48479166666665,0.0
KNA,1992,235.48091666666667,25.495824999999996,0.0
KOR,1992,98.26718333333334,11.276174166666669,0.0
LAO,1992,131.88503333333333,131.88503333333333,0.0
LBN,1992,59.8430975,14.64968333333333,0.0
LBR,1992,182.1400166666667,25.305083333333332,0.0
LCA,1992,242.37004166666665,26.548108333333328,0.0
LKA,1992,116.52831666666667,26.84665,0.0
MAC,1992,211.99548333333334,22.585891666666665,0.0
MDG,1992,119.19395833333333,22.87565833333333,0.0
MDV,1992,160.75870833333335,27.992375000000006,0.0
MEX,1992,63.69454166666666,20.903725,0.0
MHL,1992,172.87195833333337,27.746516666666665,0.0
MLT,1992,31.96001916666667,19.011433333333333,0.0
MMR,1992,176.04100083333333,22.664566666666662,0.0
MNE,1992,74.27655,8.941555833333334,0.0
MNP,1992,551.8911666666667,27.74996666666667,0.0
MOZ,1992,56.41185000000001,24.38119166666667,0.0
MSR,1992,258.20524166666667,26.364841666666667,0.0
MTQ,1992,303.71675,25.250191666666666,0.0
MUS,1992,126.60481666666665,22.619049999999998,0.0
MYS,1992,202.23299999999998,25.59018333333333,1.0
MYT,1992,133.57593333333335,26.34464166666667,0.0
NCL,1992,121.43548333333331,21.9456,0.0
NGA,1992,92.03596083333332,26.513033333333336,0.0
NIC,1992,188.47406666666666,25.310466666666667,0.0
NIU,1992,160.87482500000002,24.483308333333337,0.0
NLD,1992,67.66515833333334,10.40716,0.0
NPL,1992,83.80241916666668,11.85183,0.0
NRU,1992,294.44975,27.824991666666673,0.0
NZL,1992,142.30575,8.945357499999998,1.0
PAK,1992,31.802455833333337,19.78007083333333,0.0
PAN,1992,182.78884166666668,25.847949999999997,0.0
PER,1992,109.14245,19.830625,0.0
PHL,1992,165.5565083333333,25.782133333333338,0.0
PNG,1992,223.83691666666667,25.233841666666663,5.0
PRI,1992,189.00084166666667,25.456658333333337,3.0
PRY,1992,121.4215,22.790291666666672,0.0
PYF,1992,171.83414166666668,24.464275,0.0
REU,1992,78.34001666666667,23.500474999999998,0.0
ROM,1992,43.26220833333334,9.088097500000002,0.0
RUS,1992,35.01858333333333,-6.121767500000001,0.0
SAU,1992,6.8444658333333335,23.919366666666665,0.0
SDN,1992,34.0754775,24.39705833333333,0.0
SEN,1992,50.34702833333333,28.26255833333333,0.0
SGP,1992,219.39958333333334,27.552058333333335,0.0
SLB,1992,248.61216666666664,25.67866666666666,0.0
SLE,1992,216.42038333333332,25.96919166666667,0.0
SLV,1992,148.5147125,24.358658333333334,0.0
SOM,1992,19.646385,26.852474999999995,0.0
SRB,1992,51.760425000000005,10.8860625,0.0
SUR,1992,160.0889,25.544625,0.0
SVK,1992,54.08019999999999,8.458898333333332,0.0
SVN,1992,111.30685833333332,9.750124166666666,0.0
SYC,1992,172.3338916666667,27.134208333333333,0.0
THA,1992,110.53786749999999,26.535533333333333,6.0
TKL,1992,248.19766666666666,28.342516666666665,0.0
TLS,1992,125.7651225,25.953033333333334,0.0
TON,1992,101.50615833333332,24.447216666666666,0.0
TTO,1992,124.30627500000001,26.04623333333333,1.0
TUR,1992,43.99597083333333,9.65097,0.0
TUV,1992,263.8344166666667,28.158558333333332,0.0
TZA,1992,80.27322083333333,22.612674999999996,0.0
UGA,1992,93.81636666666667,22.667058333333333,0.0
URY,1992,111.17848333333335,17.520956666666667,0.0
USA,1992,56.55266666666666,7.047419166666667,218.0
VCT,1992,304.63630000000006,54.74326666666666,0.0
VEN,1992,134.04484166666668,25.323875,31.0
VGB,1992,212.7709583333333,26.174633333333333,0.0
VNM,1992,138.49613333333335,24.363550000000004,0.0
VUT,1992,169.42484166666668,23.599058333333335,0.0
WLF,1992,290.4035916666667,26.905516666666667,0.0
WSM,1992,262.1989833333334,27.068216666666668,0.0
YEM,1992,15.857331666666667,23.155925000000007,0.0
ZAF,1992,26.03139333333333,18.305525000000003,0.0
ZAR,1992,117.53615833333333,24.069758333333336,0.0
ZMB,1992,64.05287833333334,22.247725000000003,0.0
ABW,1993,54.34222416666666,28.338725,0.0
AFG,1993,27.317929999999993,12.905315,0.0
AGO,1993,78.47827666666667,21.791325,0.0
AIA,1993,147.74340000000004,26.208325,0.0
ALB,1993,69.83145,11.5350175,0.0
ARG,1993,48.06981666666667,14.470358333333332,0.0
ASM,1993,253.37765833333333,26.809974999999998,0.0
ATG,1993,216.89504166666669,26.539458333333332,0.0
AUS,1993,41.79028166666666,21.803066666666666,0.0
AUT,1993,92.32494166666667,6.737300833333332,0.0
BEL,1993,77.60202416666668,9.814103333333334,0.0
BEN,1993,80.07128333333331,27.517033333333334,0.0
BFA,1993,59.58222750000001,28.576683333333335,0.0
BGD,1993,221.7102858333334,24.734166666666663,0.0
BGR,1993,39.92835,10.334133333333334,0.0
BHS,1993,110.94910833333334,25.22815,0.0
BIH,1993,80.60400833333334,9.945806666666666,0.0
BLZ,1993,201.627375,25.55283333333333,0.0
BMU,1993,125.0,22.324975,0.0
BOL,1993,90.91453333333334,20.846058333333332,0.0
BRA,1993,141.61453333333336,25.024808333333336,16.0
BRB,1993,169.15594166666665,26.52911666666667,0.0
BRN,1993,236.40865,25.538375,0.0
BTN,1993,160.21930999999998,11.812400833333333,0.0
CAF,1993,111.14829583333335,23.281141666666667,0.0
CAN,1993,37.906016666666666,-6.323483333333335,0.0
CHE,1993,130.1781333333333,6.6305241666666666,0.0
CHN,1993,50.348144999999995,6.399662500000001,0.0
CIV,1993,106.500975,26.395725,2.0
CMR,1993,135.54726666666667,24.602475,0.0
COG,1993,126.34051666666666,24.31354166666667,0.0
COK,1993,143.97365,24.145633333333336,0.0
COL,1993,223.7340833333333,24.558825000000002,0.0
COM,1993,125.82076666666666,25.291758333333334,2.0
CRI,1993,256.7993166666667,50.81754999999999,0.0
CUB,1993,107.71325833333333,25.601158333333334,0.0
CYM,1993,118.55822500000001,27.349983333333338,0.0
CZE,1993,53.32743333333334,8.116833333333332,0.0
DEU,1993,64.64321666666666,8.8363175,0.0
DJI,1993,26.27270333333333,27.461158333333334,0.0
DMA,1993,274.8460833333333,25.244083333333332,0.0
DOM,1993,116.32403333333332,24.05591666666666,1.0
DZA,1993,5.518039166666667,22.967725,0.0
ESP,1993,47.32969166666667,12.870534166666665,0.0
FJI,1993,215.97800833333335,23.670675000000003,0.0
FRA,1993,74.49344166666667,10.898290833333334,0.0
GAB,1993,139.73113333333333,24.7871,0.0
GEO,1993,75.28037500000002,5.66276,0.0
GHA,1993,90.45678333333332,27.423558333333332,0.0
GIN,1993,129.82941583333334,25.889375,0.0
GLP,1993,282.44225,25.63739166666667,0.0
GMB,1993,74.28106333333334,27.80028333333334,0.0
GRC,1993,42.1790775,13.626889999999998,0.0
GRD,1993,128.7414083333333,27.041641666666663,0.0
GTM,1993,221.81477500000003,23.753116666666667,0.0
GUF,1993,245.8501,25.362458333333336,1.0
GUM,1993,464.58981666666676,27.85343333333333,0.0
GUY,1993,217.67504166666671,25.380399999999998,0.0
HND,1993,198.69493333333332,23.903366666666667,0.0
HRV,1993,88.41587500000001,10.859093333333332,0.0
HTI,1993,125.30066666666666,24.77926666666666,0.0
IDN,1993,213.99808333333337,26.03969166666667,4.0
IND,1993,82.41651749999998,24.34120833333333,3.0
ISR,1993,17.406875833333334,19.371893333333333,0.0
ITA,1993,73.34761666666667,12.056321666666667,8.0
JAM,1993,249.85836666666668,25.213125,0.0
JPN,1993,160.50274166666665,10.563689166666666,0.0
KEN,1993,50.84960833333333,24.43201666666667,0.0
KHM,1993,120.56966333333334,27.240224999999995,0.0
KIR,1993,90.14199166666667,90.14199166666667,0.0
KNA,1993,200.21215833333335,25.629166666666666,0.0
KOR,1993,126.52896666666668,10.642291666666667,0.0
LAO,1993,125.66580333333336,125.66580333333336,0.0
LBN,1993,33.95767750000001,15.737097499999999,0.0
LBR,1993,170.347095,25.358825,0.0
LCA,1993,208.34308333333334,26.595316666666662,0.0
LKA,1993,149.62206666666665,26.824366666666666,0.0
MAC,1993,182.71193500000004,23.161933333333334,0.0
MDG,1993,116.96487499999996,23.628416666666663,0.0
MDV,1993,198.18994166666664,28.052400000000002,0.0
MEX,1993,63.70541499999999,21.179783333333333,6.0
MHL,1993,223.64075,27.739575000000006,0.0
MLT,1993,31.31873333333333,19.026508333333336,0.0
MMR,1993,155.47610416666666,22.959500000000006,0.0
MNE,1993,81.22025000000001,9.14251,0.0
MNP,1993,432.4410833333334,27.774974999999994,0.0
MOZ,1993,79.23885333333334,24.057475,0.0
MSR,1993,222.61837500000001,26.451149999999995,0.0
MTQ,1993,264.68558333333334,25.284008333333333,0.0
MUS,1993,195.85994166666663,22.83129166666667,0.0
MYS,1993,242.0623333333333,25.523,8.0
MYT,1993,110.37024916666667,26.17913333333334,0.0
NCL,1993,56.88464166666666,21.834333333333333,0.0
NGA,1993,90.76900499999999,26.953116666666663,0.0
NIC,1993,228.08651666666665,25.24399166666667,0.0
NIU,1993,166.86658333333335,24.26664166666667,0.0
NLD,1993,71.46155,9.489463333333333,0.0
NPL,1993,94.16219083333334,12.261205833333333,0.0
NRU,1993,320.31624999999997,27.71666666666667,0.0
NZL,1993,131.117,9.296305833333333,0.0
PAK,1993,19.895220833333333,20.4492175,2.0
PAN,1993,191.82855000000004,25.819950000000002,1.0
PER,1993,139.5421,19.532641666666667,0.0
PHL,1993,194.15966666666668,25.811891666666664,0.0
PNG,1993,209.29441666666665,25.189891666666664,0.0
PRI,1993,155.91041666666666,25.517,14.0
PRY,1993,78.74188333333332,23.333316666666665,0.0
PYF,1993,156.04896666666664,24.556758333333338,2.0
REU,1993,235.20185,26.53076666666667,0.0
ROM,1993,50.13055833333333,8.552814166666666,0.0
RUS,1993,35.164725,-5.722797500000001,0.0
SAU,1993,9.956821666666666,24.76855833333333,0.0
SDN,1993,35.1661125,23.888966666666672,0.0
SEN,1993,51.658205833333334,28.493974999999995,0.0
SGP,1993,219.8790416666667,27.610950000000003,0.0
SLB,1993,246.8300833333333,25.556083333333333,0.0
SLE,1993,196.0164925,26.118325,0.0
SLV,1993,182.05442000000002,24.210091666666667,0.0
SOM,1993,21.0588175,26.75876666666667,0.0
SRB,1993,48.523175,10.428605,0.0
SUR,1993,219.99219166666668,25.529341666666667,0.0
SVK,1993,51.79139166666666,7.852748333333333,0.0
SVN,1993,106.40034750000001,9.093765,0.0
SYC,1993,136.24927499999998,27.07578333333333,0.0
THA,1993,110.94619416666667,26.57545,1.0
TKL,1993,257.4465833333333,28.2687,0.0
TLS,1993,90.74023249999999,25.713916666666673,0.0
TON,1993,118.70710000000001,24.166083333333333,0.0
TTO,1993,143.35739999999998,26.503525,0.0
TUR,1993,41.61788416666667,10.469104166666666,0.0
TUV,1993,303.05125000000004,28.12075833333333,0.0
TZA,1993,72.90268499999999,22.444041666666664,0.0
UGA,1993,88.24905833333334,22.556874999999994,0.0
URY,1993,122.55395,17.683165,0.0
USA,1993,59.04463333333333,7.082420833333334,181.0
VCT,1993,273.41263333333336,54.95331666666666,0.0
VEN,1993,165.61598333333333,25.321083333333334,0.0
VGB,1993,176.928125,26.47753333333333,0.0
VNM,1993,135.00585833333332,24.361274999999996,0.0
VUT,1993,118.12681666666668,23.532,0.0
WLF,1993,261.70981666666665,26.680441666666667,0.0
WSM,1993,251.34017500000004,26.943883333333336,0.0
YEM,1993,13.590783333333334,23.522708333333338,0.0
ZAF,1993,36.61338333333333,18.325866666666666,0.0
ZAR,1993,117.35648333333334,23.846466666666668,0.0
ZMB,1993,80.51008416666666,21.89085,0.0
ABW,1994,51.79815083333333,28.43388333333333,0.0
AFG,1994,27.692009166666665,13.142707499999998,0.0
AGO,1994,75.16166083333334,21.719133333333335,0.0
AIA,1994,93.58116666666666,26.062475000000003,0.0
ALB,1994,78.45966666666666,12.410984999999998,0.0
ARG,1994,47.47831666666667,15.006952499999999,0.0
ASM,1994,300.98283333333336,26.71496666666667,0.0
ATG,1994,152.06633333333335,26.326458333333335,0.0
AUS,1994,27.977292499999994,21.729275,1.0
AUT,1994,91.2143,7.9723250000000005,0.0
BEL,1994,74.95409166666667,10.848387500000001,0.0
BEN,1994,95.49549083333333,27.30225833333333,0.0
BFA,1994,81.11069,27.995583333333332,0.0
BGD,1994,155.76376,25.044441666666668,0.0
BGR,1994,44.877204166666665,11.784194999999999,0.0
BHS,1994,101.08823333333335,25.769541666666665,0.0
BIH,1994,77.06908333333335,11.108668333333334,0.0
BLZ,1994,151.17406666666668,25.597424999999998,0.0
BMU,1994,125.0,22.38333333333333,0.0
BOL,1994,90.45003333333334,21.457683333333335,0.0
BRA,1994,152.1586,25.131625,21.0
BRB,1994,157.38628333333332,26.421166666666668,0.0
BRN,1994,236.80324999999996,25.656733333333335,0.0
BTN,1994,142.45981083333334,11.781755000000002,0.0
CAF,1994,109.3914975,24.2705,0.0
CAN,1994,38.956833333333336,-6.27396,0.0
CHE,1994,136.396375,8.016411666666665,0.0
CHN,1994,48.88696666666667,7.011859166666667,1.0
CIV,1994,108.74787666666667,26.376683333333332,0.0
CMR,1994,130.53934166666667,24.517183333333335,0.0
COG,1994,138.24805,24.36304166666667,0.0
COK,1994,161.68370000000002,24.06675,0.0
COL,1994,222.75725,24.38618333333333,0.0
COM,1994,132.27925833333333,25.611324999999997,0.0
CRI,1994,221.22681666666668,50.98706666666666,0.0
CUB,1994,108.05116666666667,26.136908333333334,0.0
CYM,1994,101.40816666666666,27.633324999999996,0.0
CZE,1994,50.48069166666667,9.275123333333333,0.0
DEU,1994,64.85525833333334,10.1010775,0.0
DJI,1994,26.80500583333334,27.80583333333333,0.0
DMA,1994,209.83269166666665,24.791675,0.0
DOM,1994,98.09586666666667,24.535591666666665,2.0
DZA,1994,7.694884166666667,23.23013333333333,0.0
ESP,1994,42.03101999999999,13.956351666666668,0.0
FJI,1994,202.83505000000002,24.030191666666667,0.0
FRA,1994,79.98323333333333,11.71684,0.0
GAB,1994,156.90966666666665,24.820875,0.0
GEO,1994,64.77921666666667,6.456396666666667,0.0
GHA,1994,92.58392416666668,27.357075,0.0
GIN,1994,161.76992416666667,25.567558333333338,0.0
GLP,1994,207.39029166666668,25.34109166666666,0.0
GMB,1994,87.31331583333333,27.453733333333332,0.0
GRC,1994,56.44994833333333,14.63873583333333,0.0
GRD,1994,129.18299166666665,26.74165833333333,0.0
GTM,1994,182.01727499999996,23.897883333333336,0.0
GUF,1994,247.16003333333333,25.30158333333333,8.0
GUM,1994,557.8609166666666,27.40755,0.0
GUY,1994,192.629875,25.31050833333333,0.0
HND,1994,125.92461666666667,23.958541666666665,0.0
HRV,1994,82.5929,12.143476666666665,0.0
HTI,1994,89.08985,25.312241666666665,0.0
IDN,1994,212.96394999999998,25.971650000000007,0.0
IND,1994,95.7757758333333,24.2381,2.0
ISR,1994,32.06587333333333,19.960908333333332,0.0
ITA,1994,74.19659166666668,12.956545000000004,21.0
JAM,1994,146.49043333333336,25.75243333333334,0.0
JPN,1994,100.68761666666666,11.745355000000004,0.0
KEN,1994,56.989235,24.471824999999995,0.0
KHM,1994,194.2452908333333,27.577091666666664,0.0
KIR,1994,77.10110833333333,77.10110833333333,0.0
KNA,1994,134.481075,25.429150000000003,0.0
KOR,1994,78.49424166666667,12.21015,0.0
LAO,1994,167.25904083333336,167.25904083333336,0.0
LBN,1994,58.18694166666668,16.592186666666667,0.0
LBR,1994,198.30032833333337,25.284341666666666,0.0
LCA,1994,167.85520833333334,26.025866666666662,0.0
LKA,1994,153.59110833333332,26.941458333333333,0.0
MAC,1994,186.63343916666665,23.62261666666667,0.0
MDG,1994,110.29725,22.936575,0.0
MDV,1994,187.20415833333334,28.065525000000004,0.0
MEX,1994,52.654783333333334,21.364383333333333,2.0
MHL,1994,221.50765,27.87975,0.0
MLT,1994,38.99655166666667,19.748366666666666,0.0
MMR,1994,184.84245,23.085608333333337,0.0
MNE,1994,85.62961666666666,9.957413333333333,0.0
MNP,1994,491.97374999999994,27.374991666666663,0.0
MOZ,1994,67.263055,23.858874999999998,0.0
MSR,1994,155.8924583333333,26.23268333333333,0.0
MTQ,1994,204.5553,24.775925,0.0
MUS,1994,140.59021666666663,23.034499999999998,0.0
MYS,1994,260.32408333333336,25.585683333333336,22.0
MYT,1994,129.72219166666665,26.51471666666667,0.0
NCL,1994,65.71727500000001,21.704441666666664,0.0
NGA,1994,100.371435,26.660675,0.0
NIC,1994,156.22650000000002,25.285683333333335,2.0
NIU,1994,157.1745833333333,24.362475000000003,0.0
NLD,1994,75.079825,10.449711666666667,0.0
NPL,1994,101.16447083333333,12.6070875,0.0
NRU,1994,308.52475,27.849975,0.0
