VECTOR,OCCURRENCE_ID,YEAR,COUNTRY,COUNTRY_ID
Aedes aegypti,1111,1991.0,Australia,AUS
Aedes aegypti,1112,1991.0,Australia,AUS
Aedes aegypti,1113,1991.0,Brazil,BRA
Aedes aegypti,1114,1991.0,Colombia,COL
Aedes aegypti,1115,1991.0,French Guiana,GUF
Aedes aegypti,1116,1991.0,Nigeria,NGA
Aedes aegypti,1117,1991.0,Nigeria,NGA
Aedes aegypti,1118,1991.0,Nigeria,NGA
Aedes aegypti,1119,1991.0,Trinidad and Tobago,TTO
Aedes aegypti,1120,1991.0,Thailand,THA
Aedes aegypti,1121,1991.0,Thailand,THA
Aedes aegypti,1122,1991.0,Thailand,THA
Aedes aegypti,1123,1991.0,Puerto Rico,PRI
Aedes aegypti,1124,1991.0,India,IND
Aedes aegypti,1125,1991.0,Mexico,MEX
Aedes aegypti,1126,1991.0,United States of America,USA
Aedes aegypti,1127,1991.0,United States of America,USA
Aedes aegypti,1128,1991.0,United States of America,USA
Aedes aegypti,1129,1991.0,United States of America,USA
Aedes aegypti,1130,1991.0,United States of America,USA
Aedes aegypti,1131,1991.0,United States of America,USA
Aedes aegypti,1132,1991.0,United States of America,USA
Aedes aegypti,1133,1991.0,United States of America,USA
Aedes aegypti,1134,1991.0,United States of America,USA
Aedes aegypti,1135,1991.0,United States of America,USA
Aedes aegypti,1136,1991.0,United States of America,USA
Aedes aegypti,1137,1991.0,United States of America,USA
Aedes aegypti,1138,1991.0,United States of America,USA
Aedes aegypti,1139,1991.0,United States of America,USA
Aedes aegypti,1140,1992.0,Australia,AUS
Aedes aegypti,1141,1992.0,Australia,AUS
Aedes aegypti,1142,1992.0,Brazil,BRA
Aedes aegypti,1143,1992.0,Australia,AUS
Aedes aegypti,1144,1992.0,Australia,AUS
Aedes aegypti,1145,1992.0,Australia,AUS
Aedes aegypti,1146,1992.0,Australia,AUS
Aedes aegypti,1147,1992.0,Australia,AUS
Aedes aegypti,1148,1992.0,Australia,AUS
Aedes aegypti,1149,1992.0,Australia,AUS
Aedes aegypti,1150,1992.0,Australia,AUS
Aedes aegypti,1151,1992.0,Australia,AUS
Aedes aegypti,1152,1992.0,Australia,AUS
Aedes aegypti,1153,1992.0,Australia,AUS
Aedes aegypti,1154,1992.0,Australia,AUS
Aedes aegypti,1155,1992.0,Australia,AUS
Aedes aegypti,1156,1992.0,Australia,AUS
Aedes aegypti,1157,1992.0,Australia,AUS
Aedes aegypti,1158,1992.0,Australia,AUS
Aedes aegypti,1159,1992.0,Australia,AUS
Aedes aegypti,1160,1992.0,Australia,AUS
Aedes aegypti,1161,1992.0,Australia,AUS
Aedes aegypti,1162,1992.0,Australia,AUS
Aedes aegypti,1163,1992.0,Australia,AUS
Aedes aegypti,1164,1992.0,Australia,AUS
Aedes aegypti,1165,1992.0,Australia,AUS
Aedes aegypti,1166,1992.0,Australia,AUS
Aedes aegypti,1167,1992.0,Australia,AUS
Aedes aegypti,1168,1992.0,Australia,AUS
Aedes aegypti,1169,1992.0,Australia,AUS
Aedes aegypti,1170,1992.0,Australia,AUS
Aedes aegypti,1171,1992.0,Australia,AUS
Aedes aegypti,1172,1992.0,Australia,AUS
Aedes aegypti,1173,1992.0,Australia,AUS
Aedes aegypti,1174,1992.0,Australia,AUS
Aedes aegypti,1175,1992.0,Australia,AUS
Aedes aegypti,1176,1992.0,Australia,AUS
Aedes aegypti,1177,1992.0,Australia,AUS
Aedes aegypti,1178,1992.0,Australia,AUS
Aedes aegypti,1179,1992.0,Australia,AUS
Aedes aegypti,1180,1992.0,Australia,AUS
Aedes aegypti,1181,1992.0,Australia,AUS
Aedes aegypti,1182,1992.0,Australia,AUS
Aedes aegypti,1183,1992.0,Australia,AUS
Aedes aegypti,1184,1992.0,Australia,AUS
Aedes aegypti,1185,1992.0,Australia,AUS
Aedes aegypti,1186,1992.0,Australia,AUS
Aedes aegypti,1187,1992.0,Australia,AUS
Aedes aegypti,1188,1992.0,Australia,AUS
Aedes aegypti,1189,1992.0,Australia,AUS
Aedes aegypti,1190,1992.0,Australia,AUS
Aedes aegypti,1191,1992.0,Australia,AUS
Aedes aegypti,1192,1992.0,Australia,AUS
Aedes aegypti,1193,1992.0,Australia,AUS
Aedes aegypti,1194,1992.0,Australia,AUS
Aedes aegypti,1195,1992.0,Australia,AUS
Aedes aegypti,1196,1992.0,Australia,AUS
Aedes aegypti,1197,1992.0,Australia,AUS
Aedes aegypti,1198,1992.0,Australia,AUS
Aedes aegypti,1199,1992.0,Papua New Guinea,PNG
Aedes aegypti,1200,1992.0,Indonesia,IDN
Aedes aegypti,1201,1992.0,Indonesia,IDN
Aedes aegypti,1202,1992.0,Indonesia,IDN
Aedes aegypti,1203,1992.0,Indonesia,IDN
Aedes aegypti,1204,1992.0,Indonesia,IDN
Aedes aegypti,1205,1992.0,Indonesia,IDN
Aedes aegypti,1206,1992.0,Indonesia,IDN
Aedes aegypti,1207,1992.0,Indonesia,IDN
Aedes aegypti,1208,1992.0,Indonesia,IDN
Aedes aegypti,1209,1992.0,Indonesia,IDN
Aedes aegypti,1210,1992.0,French Guiana,GUF
Aedes aegypti,1211,1992.0,French Guiana,GUF
Aedes aegypti,1212,1992.0,French Guiana,GUF
Aedes aegypti,1213,1992.0,Venezuela,VEN
Aedes aegypti,1214,1992.0,Venezuela,VEN
Aedes aegypti,1215,1992.0,Venezuela,VEN
Aedes aegypti,1216,1992.0,Venezuela,VEN
Aedes aegypti,1217,1992.0,Venezuela,VEN
Aedes aegypti,1218,1992.0,Venezuela,VEN
Aedes aegypti,1219,1992.0,Venezuela,VEN
Aedes aegypti,1220,1992.0,Venezuela,VEN
Aedes aegypti,1221,1992.0,Venezuela,VEN
Aedes aegypti,1222,1992.0,Venezuela,VEN
Aedes aegypti,1223,1992.0,Venezuela,VEN
Aedes aegypti,1224,1992.0,Venezuela,VEN
Aedes aegypti,1225,1992.0,Venezuela,VEN
Aedes aegypti,1226,1992.0,Trinidad and Tobago,TTO
Aedes aegypti,1227,1992.0,Venezuela,VEN
Aedes aegypti,1228,1992.0,Venezuela,VEN
Aedes aegypti,1229,1992.0,Venezuela,VEN
Aedes aegypti,1230,1992.0,Venezuela,VEN
Aedes aegypti,1231,1992.0,Venezuela,VEN
Aedes aegypti,1232,1992.0,Venezuela,VEN
Aedes aegypti,1233,1992.0,Venezuela,VEN
Aedes aegypti,1234,1992.0,Venezuela,VEN
Aedes aegypti,1235,1992.0,Venezuela,VEN
Aedes aegypti,1236,1992.0,Venezuela,VEN
Aedes aegypti,1237,1992.0,Venezuela,VEN
Aedes aegypti,1238,1992.0,Venezuela,VEN
Aedes aegypti,1239,1992.0,Venezuela,VEN
Aedes aegypti,1240,1992.0,Venezuela,VEN
Aedes aegypti,1241,1992.0,Venezuela,VEN
Aedes aegypti,1242,1992.0,Venezuela,VEN
Aedes aegypti,1243,1992.0,Venezuela,VEN
Aedes aegypti,1244,1992.0,Venezuela,VEN
Aedes aegypti,1245,1992.0,Djibouti,DJI
Aedes aegypti,1246,1992.0,Djibouti,DJI
Aedes aegypti,1247,1992.0,Thailand,THA
Aedes aegypti,1248,1992.0,Thailand,THA
Aedes aegypti,1249,1992.0,Thailand,THA
Aedes aegypti,1250,1992.0,Thailand,THA
Aedes aegypti,1251,1992.0,Thailand,THA
Aedes aegypti,1252,1992.0,Thailand,THA
Aedes aegypti,1253,1992.0,Puerto Rico,PRI
Aedes aegypti,1254,1992.0,Puerto Rico,PRI
Aedes aegypti,1255,1992.0,Puerto Rico,PRI
Aedes aegypti,1256,1992.0,India,IND
Aedes aegypti,1257,1992.0,Cuba,CUB
Aedes aegypti,1258,1992.0,Cuba,CUB
Aedes aegypti,1259,1992.0,India,IND
Aedes aegypti,1260,1992.0,India,IND
Aedes aegypti,1261,1992.0,United States of America,USA
Aedes aegypti,1262,1992.0,United States of America,USA
Aedes aegypti,1263,1992.0,United States of America,USA
Aedes aegypti,1264,1992.0,United States of America,USA
Aedes aegypti,1265,1992.0,United States of America,USA
Aedes aegypti,1266,1992.0,United States of America,USA
Aedes aegypti,1267,1992.0,United States of America,USA
Aedes aegypti,1268,1992.0,United States of America,USA
Aedes aegypti,1269,1992.0,United States of America,USA
Aedes aegypti,1270,1992.0,United States of America,USA
Aedes aegypti,1271,1992.0,United States of America,USA
Aedes aegypti,1272,1992.0,United States of America,USA
Aedes aegypti,1273,1992.0,United States of America,USA
Aedes aegypti,1274,1992.0,United States of America,USA
Aedes aegypti,1275,1992.0,United States of America,USA
Aedes aegypti,1276,1992.0,United States of America,USA
Aedes aegypti,1277,1992.0,United States of America,USA
Aedes aegypti,1278,1992.0,United States of America,USA
Aedes aegypti,1279,1992.0,United States of America,USA
Aedes aegypti,1280,1992.0,United States of America,USA
Aedes aegypti,1281,1992.0,United States of America,USA
Aedes aegypti,1282,1992.0,United States of America,USA
Aedes aegypti,1283,1992.0,United States of America,USA
Aedes aegypti,1284,1992.0,United States of America,USA
Aedes aegypti,1285,1992.0,United States of America,USA
Aedes aegypti,1286,1992.0,United States of America,USA
Aedes aegypti,1287,1992.0,United States of America,USA
Aedes aegypti,1288,1992.0,United States of America,USA
Aedes aegypti,1289,1992.0,United States of America,USA
Aedes aegypti,1290,1992.0,United States of America,USA
Aedes aegypti,1291,1995.0,Indonesia,IDN
Aedes aegypti,1292,1995.0,Indonesia,IDN
Aedes aegypti,1293,1993.0,Brazil,BRA
Aedes aegypti,1294,1993.0,Brazil,BRA
Aedes aegypti,1295,1993.0,Brazil,BRA
Aedes aegypti,1296,1993.0,Brazil,BRA
Aedes aegypti,1297,1993.0,Brazil,BRA
Aedes aegypti,1298,1993.0,Brazil,BRA
Aedes aegypti,1299,1993.0,Brazil,BRA
Aedes aegypti,1300,1993.0,Brazil,BRA
Aedes aegypti,1301,1993.0,Brazil,BRA
Aedes aegypti,1302,1993.0,Brazil,BRA
Aedes aegypti,1303,1993.0,Brazil,BRA
Aedes aegypti,1304,1993.0,French Polynesia,PYF
Aedes aegypti,1305,1993.0,Comoros,COM
Aedes aegypti,1306,1993.0,Comoros,COM
Aedes aegypti,1307,1993.0,Indonesia,IDN
Aedes aegypti,1308,1993.0,Indonesia,IDN
Aedes aegypti,1309,1993.0,Malaysia,MYS
Aedes aegypti,1310,1993.0,Malaysia,MYS
Aedes aegypti,1311,1993.0,Malaysia,MYS
Aedes aegypti,1312,1993.0,Malaysia,MYS
Aedes aegypti,1313,1993.0,Brazil,BRA
Aedes aegypti,1314,1993.0,French Guiana,GUF
Aedes aegypti,1315,1993.0,C?te d'Ivoire,CIV
Aedes aegypti,1316,1993.0,C?te d'Ivoire,CIV
Aedes aegypti,1317,1993.0,Panama,PAN
Aedes aegypti,1318,1993.0,India,IND
Aedes aegypti,1319,1993.0,Thailand,THA
Aedes aegypti,1320,1993.0,Puerto Rico,PRI
Aedes aegypti,1321,1993.0,Puerto Rico,PRI
Aedes aegypti,1322,1993.0,Puerto Rico,PRI
Aedes aegypti,1323,1993.0,Puerto Rico,PRI
Aedes aegypti,1324,1993.0,Puerto Rico,PRI
Aedes aegypti,1325,1993.0,Puerto Rico,PRI
Aedes aegypti,1326,1993.0,Puerto Rico,PRI
Aedes aegypti,1327,1993.0,Puerto Rico,PRI
Aedes aegypti,1328,1993.0,Puerto Rico,PRI
Aedes aegypti,1329,1993.0,Puerto Rico,PRI
Aedes aegypti,1330,1993.0,Puerto Rico,PRI
Aedes aegypti,1331,1993.0,Puerto Rico,PRI
Aedes aegypti,1332,1993.0,Puerto Rico,PRI
Aedes aegypti,1333,1993.0,Puerto Rico,PRI
Aedes aegypti,1334,1993.0,Dominican Republic,DOM
Aedes aegypti,1335,1993.0,India,IND
Aedes aegypti,1336,1993.0,Mexico,MEX
Aedes aegypti,1337,1993.0,Mexico,MEX
Aedes aegypti,1338,1993.0,Mexico,MEX
Aedes aegypti,1339,1993.0,United States of America,USA
Aedes aegypti,1340,1993.0,United States of America,USA
Aedes aegypti,1341,1994.0,Brazil,BRA
Aedes aegypti,1342,1994.0,Brazil,BRA
Aedes aegypti,1343,1994.0,Brazil,BRA
Aedes aegypti,1344,1994.0,Australia,AUS
Aedes aegypti,1345,1994.0,Brazil,BRA
Aedes aegypti,1346,1994.0,French Polynesia,PYF
Aedes aegypti,1347,1994.0,Brazil,BRA
Aedes aegypti,1348,1994.0,Brazil,BRA
Aedes aegypti,1349,1994.0,Brazil,BRA
Aedes aegypti,1350,1994.0,Brazil,BRA
Aedes aegypti,1351,1994.0,Brazil,BRA
Aedes aegypti,1352,1994.0,Brazil,BRA
Aedes aegypti,1353,1994.0,Brazil,BRA
Aedes aegypti,1354,1994.0,Brazil,BRA
Aedes aegypti,1355,1994.0,Brazil,BRA
Aedes aegypti,1356,1994.0,Brazil,BRA
Aedes aegypti,1357,1994.0,Brazil,BRA
Aedes aegypti,1358,1994.0,Brazil,BRA
Aedes aegypti,1359,1994.0,Brazil,BRA
Aedes aegypti,1360,1994.0,Brazil,BRA
Aedes aegypti,1361,1994.0,Brazil,BRA
Aedes aegypti,1362,1994.0,Malaysia,MYS
Aedes aegypti,1363,1994.0,Malaysia,MYS
Aedes aegypti,1364,1994.0,Malaysia,MYS
Aedes aegypti,1365,1994.0,Malaysia,MYS
Aedes aegypti,1366,1994.0,Malaysia,MYS
Aedes aegypti,1367,1994.0,Malaysia,MYS
Aedes aegypti,1368,1994.0,Malaysia,MYS
Aedes aegypti,1369,1994.0,Malaysia,MYS
Aedes aegypti,1370,1994.0,Malaysia,MYS
Aedes aegypti,1371,1994.0,Malaysia,MYS
Aedes aegypti,1372,1994.0,Malaysia,MYS
Aedes aegypti,1373,1994.0,French Guiana,GUF
Aedes aegypti,1374,1994.0,French Guiana,GUF
Aedes aegypti,1375,1994.0,French Guiana,GUF
Aedes aegypti,1376,1994.0,French Guiana,GUF
Aedes aegypti,1377,1994.0,French Guiana,GUF
Aedes aegypti,1378,1994.0,French Guiana,GUF
Aedes aegypti,1379,1994.0,French Guiana,GUF
Aedes aegypti,1380,1994.0,French Guiana,GUF
Aedes aegypti,1381,1994.0,Trinidad and Tobago,TTO
Aedes aegypti,1382,1994.0,Trinidad and Tobago,TTO
Aedes aegypti,1383,1994.0,Trinidad and Tobago,TTO
Aedes aegypti,1384,1994.0,Trinidad and Tobago,TTO
Aedes aegypti,1385,1994.0,Trinidad and Tobago,TTO
Aedes aegypti,1386,1994.0,Viet Nam,VNM
Aedes aegypti,1387,1994.0,Trinidad and Tobago,TTO
Aedes aegypti,1388,1994.0,Trinidad and Tobago,TTO
Aedes aegypti,1389,1994.0,Trinidad and Tobago,TTO
Aedes aegypti,1390,1994.0,Trinidad and Tobago,TTO
Aedes aegypti,1391,1994.0,Trinidad and Tobago,TTO
Aedes aegypti,1392,1994.0,Trinidad and Tobago,TTO
Aedes aegypti,1393,1994.0,Trinidad and Tobago,TTO
Aedes aegypti,1394,1994.0,Trinidad and Tobago,TTO
Aedes aegypti,1395,1994.0,Nicaragua,NIC
Aedes aegypti,1396,1994.0,Nicaragua,NIC
Aedes aegypti,1397,1994.0,Mexico,MEX
Aedes aegypti,1398,1994.0,Mexico,MEX
Aedes aegypti,1399,1994.0,Dominican Republic,DOM
Aedes aegypti,1400,1994.0,Viet Nam,VNM
Aedes aegypti,1401,1994.0,Viet Nam,VNM
Aedes aegypti,1402,1994.0,United States of America,USA
Aedes aegypti,1403,1994.0,United States of America,USA
Aedes aegypti,1404,1994.0,United States of America,USA
Aedes aegypti,1405,1994.0,India,IND
Aedes aegypti,1406,1994.0,Pakistan,PAK
Aedes aegypti,1407,1995.0,Indonesia,IDN
Aedes aegypti,1408,1995.0,Indonesia,IDN
Aedes aegypti,1409,1995.0,Indonesia,IDN
Aedes aegypti,1410,1995.0,Indonesia,IDN
Aedes aegypti,1411,1995.0,Indonesia,IDN
Aedes aegypti,1412,1995.0,Indonesia,IDN
Aedes aegypti,1413,1995.0,Argentina,ARG
Aedes aegypti,1414,1995.0,Argentina,ARG
Aedes aegypti,1415,1995.0,Brazil,BRA
Aedes aegypti,1416,1995.0,Brazil,BRA
Aedes aegypti,1417,1995.0,Australia,AUS
Aedes aegypti,1418,1995.0,Brazil,BRA
Aedes aegypti,1419,1995.0,Australia,AUS
Aedes aegypti,1420,1995.0,Australia,AUS
Aedes aegypti,1421,1995.0,Australia,AUS
Aedes aegypti,1422,1995.0,Indonesia,IDN
Aedes aegypti,1423,1995.0,Malaysia,MYS
Aedes aegypti,1424,1995.0,Malaysia,MYS
Aedes aegypti,1425,1995.0,Colombia,COL
Aedes aegypti,1426,1995.0,Malaysia,MYS
Aedes aegypti,1427,1995.0,Malaysia,MYS
Aedes aegypti,1428,1995.0,Malaysia,MYS
Aedes aegypti,1429,1995.0,Liberia,LBR
Aedes aegypti,1430,1995.0,Panama,PAN
Aedes aegypti,1431,1995.0,Panama,PAN
Aedes aegypti,1432,1995.0,Panama,PAN
Aedes aegypti,1433,1995.0,Thailand,THA
Aedes aegypti,1434,1995.0,Panama,PAN
Aedes aegypti,1435,1995.0,Panama,PAN
Aedes aegypti,1436,1995.0,Thailand,THA
Aedes aegypti,1437,1995.0,Thailand,THA
Aedes aegypti,1438,1995.0,Thailand,THA
Aedes aegypti,1439,1995.0,Thailand,THA
Aedes aegypti,1440,1995.0,Thailand,THA
Aedes aegypti,1441,1995.0,Thailand,THA
Aedes aegypti,1442,1995.0,Trinidad and Tobago,TTO
Aedes aegypti,1443,1995.0,India,IND
Aedes aegypti,1444,1995.0,Trinidad and Tobago,TTO
Aedes aegypti,1445,1995.0,Trinidad and Tobago,TTO
Aedes aegypti,1446,1995.0,Colombia,COL
Aedes aegypti,1447,1995.0,Colombia,COL
Aedes aegypti,1448,1995.0,Nicaragua,NIC
Aedes aegypti,1449,1995.0,Thailand,THA
Aedes aegypti,1450,1995.0,Thailand,THA
Aedes aegypti,1451,1995.0,Senegal,SEN
Aedes aegypti,1452,1995.0,Senegal,SEN
Aedes aegypti,1453,1995.0,Senegal,SEN
Aedes aegypti,1454,1995.0,Senegal,SEN
Aedes aegypti,1455,1995.0,Senegal,SEN
Aedes aegypti,1456,1995.0,Senegal,SEN
Aedes aegypti,1457,1995.0,Senegal,SEN
Aedes aegypti,1458,1995.0,Senegal,SEN
Aedes aegypti,1459,1995.0,Senegal,SEN
Aedes aegypti,1460,1995.0,Senegal,SEN
Aedes aegypti,1461,1995.0,Honduras,HND
Aedes aegypti,1462,1995.0,Honduras,HND
Aedes aegypti,1463,1995.0,Guatemala,GTM
Aedes aegypti,1464,1995.0,Guatemala,GTM
Aedes aegypti,1465,1995.0,Guatemala,GTM
Aedes aegypti,1466,1995.0,Guatemala,GTM
Aedes aegypti,1467,1995.0,Guatemala,GTM
Aedes aegypti,1468,1995.0,Guatemala,GTM
Aedes aegypti,1469,1995.0,Guatemala,GTM
Aedes aegypti,1470,1995.0,Guatemala,GTM
Aedes aegypti,1471,1995.0,Guatemala,GTM
Aedes aegypti,1472,1995.0,Guatemala,GTM
Aedes aegypti,1473,1995.0,Thailand,THA
Aedes aegypti,1474,1995.0,Thailand,THA
Aedes aegypti,1475,1995.0,Jamaica,JAM
Aedes aegypti,1476,1995.0,Jamaica,JAM
Aedes aegypti,1477,1995.0,Jamaica,JAM
Aedes aegypti,1478,1995.0,Jamaica,JAM
Aedes aegypti,1479,1995.0,India,IND
Aedes aegypti,1480,1995.0,Cuba,CUB
Aedes aegypti,1481,1995.0,Cuba,CUB
Aedes aegypti,1482,1995.0,Cuba,CUB
Aedes aegypti,1483,1995.0,Cuba,CUB
Aedes aegypti,1484,1995.0,Mexico,MEX
Aedes aegypti,1485,1995.0,Mexico,MEX
Aedes aegypti,1486,1995.0,Mexico,MEX
Aedes aegypti,1487,1995.0,United States of America,USA
Aedes aegypti,1488,1995.0,Mexico,MEX
Aedes aegypti,1489,1995.0,Mexico,MEX
Aedes aegypti,1490,1995.0,Mexico,MEX
Aedes aegypti,1491,1995.0,Mexico,MEX
Aedes aegypti,1492,1995.0,United States of America,USA
Aedes aegypti,1493,1995.0,United States of America,USA
Aedes aegypti,1494,1995.0,India,IND
Aedes aegypti,1495,1995.0,United States of America,USA
Aedes aegypti,1496,1995.0,United States of America,USA
Aedes aegypti,1497,1995.0,United States of America,USA
Aedes aegypti,1498,1995.0,United States of America,USA
Aedes aegypti,1499,1998.0,Indonesia,IDN
Aedes aegypti,1500,1996.0,Argentina,ARG
Aedes aegypti,1501,1996.0,Argentina,ARG
Aedes aegypti,1502,1996.0,Argentina,ARG
Aedes aegypti,1503,1996.0,Argentina,ARG
Aedes aegypti,1504,1996.0,Argentina,ARG
Aedes aegypti,1505,1996.0,Argentina,ARG
Aedes aegypti,1506,1996.0,Argentina,ARG
Aedes aegypti,1507,1996.0,Argentina,ARG
Aedes aegypti,1508,1996.0,Argentina,ARG
Aedes aegypti,1509,1996.0,Argentina,ARG
Aedes aegypti,1510,1996.0,Argentina,ARG
Aedes aegypti,1511,1996.0,Argentina,ARG
Aedes aegypti,1512,1996.0,Argentina,ARG
Aedes aegypti,1513,1996.0,Argentina,ARG
Aedes aegypti,1514,1996.0,Argentina,ARG
Aedes aegypti,1515,1996.0,Brazil,BRA
Aedes aegypti,1516,1996.0,Argentina,ARG
Aedes aegypti,1517,1996.0,Australia,AUS
Aedes aegypti,1518,1996.0,French Polynesia,PYF
Aedes aegypti,1519,1996.0,French Polynesia,PYF
Aedes aegypti,1520,1996.0,French Polynesia,PYF
Aedes aegypti,1521,1996.0,French Polynesia,PYF
Aedes aegypti,1522,1996.0,French Polynesia,PYF
Aedes aegypti,1523,1996.0,French Polynesia,PYF
Aedes aegypti,1524,1996.0,Bolivia,BOL
Aedes aegypti,1525,1996.0,Brazil,BRA
Aedes aegypti,1526,1996.0,Brazil,BRA
Aedes aegypti,1527,1996.0,Brazil,BRA
Aedes aegypti,1528,1996.0,Peru,PER
Aedes aegypti,1529,1996.0,Singapore,SGP
Aedes aegypti,1530,1996.0,Sri Lanka,LKA
Aedes aegypti,1531,1996.0,Sri Lanka,LKA
Aedes aegypti,1532,1996.0,Sri Lanka,LKA
Aedes aegypti,1533,1996.0,Sri Lanka,LKA
Aedes aegypti,1534,1996.0,Sri Lanka,LKA
Aedes aegypti,1535,1996.0,Viet Nam,VNM
Aedes aegypti,1536,1996.0,Trinidad and Tobago,TTO
Aedes aegypti,1537,1996.0,Trinidad and Tobago,TTO
Aedes aegypti,1538,1996.0,Grenada,GRD
Aedes aegypti,1539,1996.0,Senegal,SEN
Aedes aegypti,1540,1996.0,Senegal,SEN
Aedes aegypti,1541,1996.0,Senegal,SEN
Aedes aegypti,1542,1996.0,Senegal,SEN
Aedes aegypti,1543,1996.0,Senegal,SEN
Aedes aegypti,1544,1996.0,Senegal,SEN
Aedes aegypti,1545,1996.0,Senegal,SEN
Aedes aegypti,1546,1996.0,Senegal,SEN
Aedes aegypti,1547,1996.0,Senegal,SEN
Aedes aegypti,1548,1996.0,Senegal,SEN
Aedes aegypti,1549,1996.0,Martinique,MTQ
Aedes aegypti,1550,1996.0,Mexico,MEX
Aedes aegypti,1551,1996.0,Guatemala,GTM
Aedes aegypti,1552,1996.0,Mexico,MEX
Aedes aegypti,1553,1996.0,Mexico,MEX
Aedes aegypti,1554,1996.0,Mexico,MEX
Aedes aegypti,1555,1996.0,Mexico,MEX
Aedes aegypti,1556,1996.0,Mexico,MEX
Aedes aegypti,1557,1996.0,Mexico,MEX
Aedes aegypti,1558,1996.0,Mexico,MEX
Aedes aegypti,1559,1996.0,Mexico,MEX
Aedes aegypti,1560,1996.0,Mexico,MEX
Aedes aegypti,1561,1996.0,Mexico,MEX
Aedes aegypti,1562,1996.0,Mexico,MEX
Aedes aegypti,1563,1996.0,Mexico,MEX
Aedes aegypti,1564,1996.0,Mexico,MEX
Aedes aegypti,1565,1996.0,Mexico,MEX
Aedes aegypti,1566,1996.0,Mexico,MEX
Aedes aegypti,1567,1996.0,Mexico,MEX
Aedes aegypti,1568,1996.0,Mexico,MEX
Aedes aegypti,1569,1996.0,Mexico,MEX
Aedes aegypti,1570,1996.0,Mexico,MEX
Aedes aegypti,1571,1996.0,Mexico,MEX
Aedes aegypti,1572,1996.0,Mexico,MEX
Aedes aegypti,1573,1996.0,Puerto Rico,PRI
Aedes aegypti,1574,1996.0,Puerto Rico,PRI
Aedes aegypti,1575,1996.0,Puerto Rico,PRI
Aedes aegypti,1576,1996.0,Mexico,MEX
Aedes aegypti,1577,1996.0,Mexico,MEX
Aedes aegypti,1578,1996.0,Mexico,MEX
Aedes aegypti,1579,1996.0,Mexico,MEX
Aedes aegypti,1580,1996.0,Mexico,MEX
Aedes aegypti,1581,1996.0,Taiwan,TWN
Aedes aegypti,1582,1996.0,Taiwan,TWN
Aedes aegypti,1583,1996.0,Taiwan,TWN
Aedes aegypti,1584,1996.0,Taiwan,TWN
Aedes aegypti,1585,1996.0,Taiwan,TWN
Aedes aegypti,1586,1996.0,Taiwan,TWN
Aedes aegypti,1587,1996.0,Taiwan,TWN
Aedes aegypti,1588,1996.0,Taiwan,TWN
Aedes aegypti,1589,1996.0,India,IND
Aedes aegypti,1590,1996.0,Cuba,CUB
Aedes aegypti,1591,1996.0,Cuba,CUB
Aedes aegypti,1592,1996.0,Mexico,MEX
Aedes aegypti,1593,1996.0,Mexico,MEX
Aedes aegypti,1594,1996.0,Mexico,MEX
Aedes aegypti,1595,1996.0,Mexico,MEX
Aedes aegypti,1596,1996.0,Mexico,MEX
Aedes aegypti,1597,1996.0,Mexico,MEX
