Year,Country,Ocurrences,Temperature,Precipitation
2001,MEX,1,20.916500000000003,56.563449999999996
2001,MMR,1,23.317741666666667,90.03907666666665
2001,MTQ,1,25.543691666666664,209.3601
2001,MYS,2,25.860366666666668,256.99958333333336
2001,PAN,3,25.515199999999997,254.81094999999996
2001,PER,2,19.376050000000003,136.040025
2001,THA,1,26.802266666666664,125.99069666666668
2001,USA,77,7.6505275,52.925091666666674
2001,VEN,5,25.987566666666662,130.17874166666667
2001,VNM,1,24.57453333333333,174.0089416666667
2002,ARG,7,14.245260833333333,59.436041666666675
2002,ASM,4,28.35331666666666,233.44958333333332
2002,AUS,3,22.096458333333334,27.311114999999997
2002,BRA,71,25.725308333333334,150.94273333333334
2002,CHN,12,7.319756666666667,50.8025
2002,CMR,41,24.87178333333333,135.09178833333334
2002,COK,1,24.442674999999994,139.77068333333332
2002,COL,1,24.68451666666667,250.04740833333332
2002,CUB,24,26.054266666666667,115.0527
2002,CYM,3,27.84998333333333,131.499825
2002,GRD,12,27.066625,120.39148333333334
2002,HND,2,24.184983333333335,148.42046666666667
2002,IDN,12,26.381433333333334,220.50574999999995
2002,IND,73,24.852958333333333,69.65875083333333
2002,ISR,1,20.718066666666665,23.013615833333333
2002,ITA,3,12.7962975,89.66533333333332
2002,KEN,4,25.543216666666666,61.822183333333335
2002,KHM,10,27.900724999999994,155.49902083333333
2002,MEX,25,21.099425,60.54169916666667
2002,NGA,3,27.19683333333333,92.82766916666667
2002,PAN,2,25.677691666666664,206.06230833333333
2002,PER,16,19.71593333333333,139.62527500000002
2002,SEN,5,28.78549166666667,41.89363083333333
2002,SLV,3,24.606233333333336,126.20761416666664
2002,THA,17,26.9209,132.51970666666665
2002,TTO,40,26.25493333333333,130.8697
2002,USA,48,7.791960833333334,52.435325000000006
2002,VNM,2,24.767866666666666,176.02839166666664
2003,ARG,2,14.695490000000001,45.55464166666666
2003,AUS,7,22.092558333333333,38.8508
2003,BRA,80,25.559925000000003,140.86915833333333
2003,COL,3,24.724725000000003,247.02356666666662
2003,CUB,9,26.08811666666666,117.19405833333333
2003,IDN,14,26.278425,253.33841666666663
2003,IND,6,24.611316666666667,82.1387275
2003,ITA,5,13.205282500000001,67.54843333333334
2003,KOR,1,11.3180375,175.9287416666667
2003,LBN,3,16.881138333333332,73.10286166666667
2003,MEX,18,21.1657,63.26632
2003,NCL,1,22.21088333333333,123.37297500000001
2003,NIC,2,25.468975000000004,203.67915000000002
2003,PER,1,19.713399999999996,153.27480833333334
2003,PYF,5,24.760316666666668,86.99010833333334
2003,SEN,7,28.752733333333328,71.3088975
2003,THA,10,26.84268333333333,123.61903333333332
2003,TTO,7,26.965441666666663,100.87507833333332
2003,USA,48,7.729511666666666,54.93520833333334
2003,VEN,29,26.28120833333333,173.98046666666667
2003,VNM,6,24.79688333333333,133.43730000000002
2004,AFG,1,14.59566166666667,23.369001666666662
2004,ARG,4,14.657501666666667,44.153825000000005
2004,AUS,6,21.927008333333333,40.22291666666667
2004,BOL,1,21.117291666666663,90.11283333333331
2004,BRA,81,25.45311666666667,149.41277499999998
2004,CHN,2,7.335155833333334,45.39415833333334
2004,CMR,4,25.19334166666667,128.7326
2004,COL,13,24.542833333333334,241.37505000000002
2004,CUB,10,25.77495833333333,90.72083333333335
2004,ESP,3,13.830725000000003,46.35381666666667
2004,GIN,1,26.529750000000003,143.78389333333334
2004,GTM,1,24.296391666666665,187.08677500000002
2004,HRV,2,10.938498333333335,97.83178333333335
2004,HTI,1,25.091875,118.26414166666666
2004,IDN,25,26.199866666666665,229.427
2004,IND,19,24.621191666666665,78.13222333333333
2004,ITA,1,12.429164166666668,77.87848333333334
2004,JPN,4,11.97146,138.62288333333333
2004,KEN,5,25.219066666666667,55.52222499999999
2004,KHM,1,27.644416666666668,145.19336916666666
2004,MEX,12,20.946041666666666,70.37776166666667
2004,MYS,7,25.764325,242.1699166666667
2004,NPL,1,13.202419166666667,108.2601075
2004,PER,1,19.709783333333334,143.92064166666663
2004,PHL,1,25.912224999999996,193.19024166666668
2004,PRI,2,24.958766666666666,211.5486583333333
2004,PYF,1,24.56073333333333,142.450825
2004,SEN,1,28.825075,56.91904333333334
2004,SGP,1,28.035683333333335,211.71055
2004,THA,23,26.725891666666666,116.54249166666666
2004,TON,2,25.249125000000003,138.54159166666668
2004,TTO,7,26.537983333333333,146.75265000000002
2004,UGA,1,23.85670833333333,95.76297500000003
2004,URY,4,17.979275,91.899225
2004,USA,85,7.697465833333332,58.45208333333334
2004,VEN,11,25.9438,177.642375
2004,VNM,10,24.476975,134.8776
2005,ARG,10,14.353645833333337,44.928975
2005,AUS,7,22.535208333333333,32.722225
2005,BOL,2,20.822416666666665,83.62560833333333
2005,BRA,46,25.76221666666667,151.17853333333332
2005,COL,8,24.656791666666663,242.10108333333332
2005,COM,4,26.022108333333335,124.97055999999998
2005,CRI,1,49.88361666666666,263.9614083333334
2005,CUB,13,25.618466666666663,141.53720833333333
2005,HRV,1,10.443032500000001,98.811325
2005,IDN,51,26.338391666666666,237.66850000000002
2005,IND,5,24.41905,82.42467333333333
2005,KEN,1,25.137466666666665,45.03726666666666
2005,LBN,1,16.32298583333333,43.98550666666666
2005,MEX,10,21.299633333333336,60.521866666666675
2005,NGA,2,27.459641666666666,87.13932333333332
2005,NIC,1,25.342550000000003,209.8696833333333
2005,PER,3,19.56879166666667,123.33204166666665
2005,PRI,1,25.21885,219.8423866666667
2005,SEN,3,28.89379166666666,71.426585
2005,SGP,1,28.17578333333333,197.4446166666667
2005,THA,104,27.01165833333333,126.4490875
2005,TTO,3,26.70698333333333,147.5513083333333
2005,USA,27,7.909409166666666,54.87397500000001
2005,VNM,2,24.654508333333336,168.276125
2006,ALB,5,11.502803333333334,80.09016666666666
2006,ARG,5,14.817034999999999,45.01644166666666
2006,AUS,12,21.88755833333333,38.174757500000005
2006,BGD,1,25.914549999999995,162.07658999999998
2006,BOL,11,20.912650000000003,98.89819999999999
2006,BRA,27,25.5526,154.036025
2006,CHN,2,7.4273308333333325,45.66073083333333
2006,CMR,3,24.97038333333333,135.84990833333333
2006,COL,15,24.512016666666664,242.81096666666667
2006,CRI,1,50.37503333333333,272.07011666666665
2006,CUB,19,25.789500000000004,101.47950833333334
2006,GAB,8,25.415699999999998,141.84672500000002
2006,GLP,2,25.19333333333333,294.3156666666667
2006,GUF,1,25.790674999999997,225.52769999999998
2006,IDN,38,26.033450000000006,222.6475
2006,IND,27,24.725958333333335,90.63490333333333
2006,ITA,2,12.646172499999999,66.21384166666665
2006,JPN,5,11.290289999999999,150.407825
2006,LKA,2,27.119924999999995,174.81614166666668
2006,MDG,1,25.266775000000006,110.67482499999998
2006,MEX,19,21.446991666666666,65.53325416666667
2006,MMR,1,23.202325,96.46470500000002
2006,MYS,1,25.683183333333332,266.6191666666667
2006,MYT,6,26.593125,132.04140833333332
2006,NGA,3,27.416808333333336,94.72667333333334
2006,NLD,2,10.980283333333334,62.42683333333334
2006,PER,2,19.653616666666668,147.05069166666667
2006,PHL,2,26.003466666666665,200.16360833333331
2006,PRI,4,25.188075,199.7919666666667
2006,PRY,5,23.933266666666665,96.89023333333334
2006,REU,5,31.404333333333337,196.69911666666664
2006,SAU,1,25.4995,5.504471666666666
2006,SEN,21,28.634416666666663,56.88137833333334
2006,THA,7,26.527749999999994,134.82380083333334
2006,TTO,9,26.523458333333334,151.83516666666665
2006,USA,11,7.9897775,54.000691666666675
2006,VEN,2,25.959508333333332,174.49945833333334
2006,VNM,35,24.79450833333333,145.97301666666667
2007,ARG,8,13.93362583333333,45.950483333333324
2007,AUS,6,22.120391666666663,38.68557833333333
2007,BMU,1,21.574983333333332,125.0
2007,BOL,10,20.60375,89.0700275
2007,BRA,68,25.641333333333336,140.70765833333334
2007,CHN,5,7.7049408333333345,46.28234
2007,CMR,42,25.092899999999997,147.03403333333335
2007,COL,32,24.419208333333334,238.79651666666666
2007,COM,2,26.05015,101.844725
2007,CRI,5,49.860683333333334,256.81
2007,CUB,9,25.93070833333333,152.03505833333332
2007,CYM,5,27.833299999999998,119.81649166666666
2007,GAB,41,25.393241666666665,184.823025
2007,GEO,2,7.375985000000001,82.51787499999999
2007,IDN,26,26.025275000000004,251.17966666666666
2007,IND,27,24.626083333333337,89.05335583333334
2007,ISR,14,20.43731666666667,17.1335375
2007,ITA,9,12.980279166666664,64.43435000000001
2007,JPN,27,11.731965,122.03390000000002
2007,KEN,1,25.052925000000002,59.279333333333334
2007,MDG,17,25.25208333333333,108.38512500000002
2007,MDV,2,28.235541666666666,170.62701666666666
2007,MEX,15,21.027666666666665,64.36325916666665
2007,MMR,1,22.873308333333338,105.09058583333335
2007,MUS,3,24.01291666666667,141.24206666666666
2007,MYS,13,25.611125,279.887
2007,MYT,25,26.958658333333336,99.48769166666665
2007,NIC,5,25.07205833333333,181.11960833333333
2007,PER,4,19.261241666666667,137.34704166666666
2007,PHL,1,25.935191666666668,212.39722500000002
2007,PRI,1,25.397049999999997,181.07876666666667
2007,PRY,5,23.521491666666673,88.93348166666665
2007,REU,13,31.61874166666667,176.8998325
2007,SAU,1,25.712458333333334,6.374645833333333
2007,SEN,14,28.803008333333334,53.448420000000006
2007,SLV,1,23.999566666666666,143.1405925
2007,SVN,3,10.432219166666668,102.20470583333332
2007,SYC,2,27.41045,122.79769166666667
2007,THA,29,26.355783333333335,136.15004166666665
2007,TTO,2,26.393600000000003,135.76816666666667
2007,URY,2,17.39389416666667,121.92355833333333
2007,USA,7,7.892488333333333,52.270716666666665
2007,VEN,3,25.975708333333333,180.78201666666666
2007,VNM,57,24.417024999999995,160.03250833333334
2008,ARG,17,14.818340000000001,42.70070833333333
2008,AUS,17,21.792125,38.33326416666667
2008,BRA,34,25.300075000000003,158.56664999999998
2008,CIV,2,26.254658333333335,119.49906833333331
2008,COL,12,24.178224999999998,265.9034166666666
2008,CUB,16,25.418975000000003,126.29495833333334
2008,CYM,1,27.249966666666662,90.46649166666667
2008,GLP,2,24.617949999999997,307.09891666666664
2008,GRC,2,14.756064999999998,44.837495
2008,GUF,1,25.689283333333332,229.60285000000002
2008,IDN,72,25.936925,264.89124999999996
2008,IND,17,24.462575,86.87689333333333
2008,ITA,2,12.755206666666664,84.50744166666667
2008,KEN,7,24.963224999999998,55.679899999999996
2008,LAO,1,172.5781166666667,172.5781166666667
2008,LKA,15,27.034125,164.54147500000002
2008,MDG,17,25.581766666666667,123.48244166666667
2008,MEX,33,21.02133333333333,65.42082166666667
2008,MMR,1,23.112658333333332,97.011525
2008,MTQ,4,24.921066666666665,263.75925
2008,MYS,13,25.473791666666667,316.2796666666666
2008,NCL,2,22.488258333333334,161.49282500000004
2008,PAK,3,20.554893333333336,28.08312666666667
2008,PER,8,19.435583333333337,140.13823333333335
2008,PHL,17,25.638516666666664,262.47716666666673
2008,PRI,2,24.969025,185.6842333333333
2008,REU,5,31.450383333333335,157.47225
2008,SAU,1,25.451933333333333,4.440862499999999
2008,SDN,1,28.289025,37.58301583333333
2008,SEN,10,28.727266666666665,66.87027333333333
2008,SGP,12,27.699375000000003,230.81908333333334
2008,SYC,3,27.234133333333332,122.80086666666666
2008,THA,53,26.068966666666665,139.84541666666667
2008,TTO,7,26.566225,133.04754166666666
2008,UGA,1,24.063866666666666,98.03832499999999
2008,URY,1,18.318391666666667,73.60020833333333
2008,USA,5,7.006916666666666,56.418325
2008,VEN,3,25.698216666666667,181.14066666666668
2008,VNM,32,23.950883333333334,167.80387499999998
2008,YEM,3,23.347849999999998,14.368537499999997
2009,ARG,3,14.875953333333333,41.04019999999999
2009,ATG,1,25.850624999999994,180.55985
2009,AUS,3,22.23705,38.28921666666666
2009,BGD,8,26.122975,164.03466166666664
2009,BLZ,1,25.838291666666667,138.56410833333334
2009,BOL,1,20.85885,99.9437416666667
2009,BRA,15,25.568141666666666,160.88258333333334
2009,CAF,5,25.99523333333333,109.20118583333333
2009,CMR,3,25.397775,118.06774166666666
2009,COL,7,24.655941666666667,207.66233333333335
2009,CUB,1,25.545516666666668,98.23144166666668
2009,FRA,4,12.742286666666667,66.61091666666668
2009,GLP,2,24.999341666666666,240.86465833333332
2009,GRC,5,14.640313333333337,70.65360833333332
2009,GUF,1,26.048874999999995,205.99831666666662
2009,IDN,30,26.184375,242.81974999999997
2009,IND,34,25.191999999999997,76.88583833333334
2009,ISR,2,20.72961666666666,17.55145916666667
2009,LAO,12,141.378445,141.378445
2009,LKA,1,27.349975,132.93567499999997
2009,MDG,16,25.968875000000008,116.79818333333333
2009,MEX,51,21.534333333333333,55.251834166666676
2009,MTQ,32,25.288058333333336,226.0583333333333
2009,MYS,41,25.771741666666667,287.63575
2009,NCL,1,22.261733333333336,157.51862500000001
2009,PAK,7,20.959116666666667,23.09146166666667
2009,PER,2,19.8563,133.97954166666668
2009,PRY,6,23.79655,93.49708333333335
2009,PYF,1,24.996349999999996,116.32084166666664
2009,SAU,2,25.89078333333333,4.50485
2009,SDN,4,28.64655833333333,29.55707
2009,SEN,1,28.399199999999997,67.2628775
2009,SGP,3,28.10615,194.17509166666665
2009,SRB,1,11.685639166666666,69.68714999999999
2009,THA,21,26.579325,131.7415375
2009,TTO,1,26.828633333333332,121.359625
2009,UGA,2,24.733316666666667,97.48723333333334
2009,USA,3,7.165007499999999,56.707316666666664
2009,VEN,13,25.9717,126.17955
2009,VNM,2,24.724683333333335,144.29308333333333
2010,ARG,6,14.368443333333332,43.804966666666665
2010,AUS,2,21.573808333333332,54.88021666666666
2010,BEL,1,9.28421,74.479325
2010,BIH,1,10.179721666666666,131.923925
2010,BRA,2,25.82464166666667,146.54265833333335
2010,CAF,5,26.087308333333336,116.1094575
2010,CHE,1,6.4651125,123.31198333333332
2010,CHN,11,6.9967250000000005,51.147791666666656
2010,CIV,2,27.113950000000003,144.82826666666665
2010,COL,2,24.853333333333335,253.32914166666663
2010,CUB,15,25.042541666666665,129.725925
2010,DZA,1,24.135575,7.591168333333332
2010,ESP,3,13.526903333333332,65.60629166666666
2010,FRA,11,11.611069166666667,69.63224166666666
2010,GAB,3,25.482725,147.69541666666666
2010,GRC,6,15.10655,57.09410583333334
2010,GUM,1,27.404075000000002,547.6940916666667
2010,HRV,5,10.978010833333334,120.69339166666667
2010,HTI,14,24.297958333333337,166.28151666666668
2010,IDN,94,26.228925,300.4484166666667
2010,IND,11,25.149258333333336,95.5394025
2010,ITA,45,12.253107499999999,87.50491666666666
2010,KEN,5,25.394591666666667,53.88481666666666
2010,KNA,1,25.302066666666665,235.37900000000002
2010,KOR,1,11.232129166666668,130.8846833333333
2010,LAO,13,139.86161666666666,139.86161666666666
2010,LBN,11,17.980574999999998,33.112789166666666
2010,LKA,5,27.53793333333333,146.23195833333332
2010,MDG,4,24.538891666666668,110.70987500000001
2010,MEX,27,20.749575,67.31749416666666
2010,MHL,1,27.603849999999998,209.05929166666667
2010,MLT,1,19.306625000000004,35.407075
2010,MNE,2,9.66325,136.36203333333333
2010,MYS,6,25.896675000000002,264.17383333333333
2010,MYT,8,26.979133333333333,116.91563583333334
2010,NLD,4,8.954116666666666,66.10554166666667
2010,NPL,4,13.689187500000003,101.95292416666666
2010,PAK,17,21.098071666666666,31.841605
2010,PRI,9,25.455074999999997,268.1810666666667
2010,REU,1,31.520800000000005,190.82659166666667
2010,SAU,3,26.534033333333337,5.12892
2010,SDN,1,28.945625000000003,39.34664166666666
2010,SEN,9,29.162891666666667,76.77745666666667
2010,SGP,20,28.20701666666667,210.1629333333333
2010,SVN,1,9.224443333333332,131.99158333333332
2010,THA,37,27.18048333333333,128.54774999999998
2010,TTO,2,27.082108333333327,159.75913166666666
2010,UGA,3,24.237199999999998,118.93961666666667
2010,USA,2,7.557492500000001,55.64609166666667
2010,VEN,12,26.164575,202.01606666666666
2010,VNM,7,24.99546666666667,135.33599166666667
2011,ARG,3,14.644876666666667,43.09385833333332
2011,BGR,1,10.943058333333331,40.32506166666667
2011,BRA,2,25.532791666666665,152.69834166666666
2011,CHN,10,6.864008333333332,43.161105
2011,COG,6,24.790025,137.154225
2011,COL,3,24.635050000000003,264.2591666666667
2011,CUB,1,25.51533333333333,116.06385833333333
2011,DEU,2,10.227294166666669,55.49384166666667
2011,FRA,3,13.376745833333333,58.975766666666665
2011,IDN,20,25.870533333333338,254.83016666666663
2011,IND,9,24.548658333333336,92.92321916666667
2011,ITA,17,13.001087499999997,66.93897499999999
2011,KOR,5,10.972618333333335,123.28886666666666
2011,LAO,2,185.41903333333335,185.41903333333335
2011,LKA,1,27.30255,136.6257916666667
2011,MEX,26,21.541458333333335,56.83990000000001
2011,MYS,4,25.638299999999997,289.808
2011,MYT,2,26.79274166666667,148.25717500000002
2011,NCL,1,22.388791666666666,166.94233333333332
2011,NGA,2,27.420399999999997,76.64560833333333
2011,PHL,2,25.70981666666667,271.1042833333333
2011,REU,1,31.837091666666666,180.7022166666666
2011,RUS,1,-4.092638333333333,36.90866666666667
2011,SEN,3,28.655083333333337,56.232213333333334
